,UWI,DATUM,GL,EREF,UNIT,datum
1222,00/11-08-072-01W5/0,610.84,610.84,615.4,M,615.4
1223,00/11-08-072-14W4/0,606.552,606.552,609.6,M,609.6
1224,00/11-08-072-17W4/0,593.446,590.398,593.446,M,593.446
1225,00/11-08-073-20W4/0,687.019,687.019,690.22,M,690.22
1226,00/11-08-074-09W4/0,666.598,666.598,670.255,M,670.255
1227,00/11-08-074-21W4/0,689.0,689.0,692.8,M,692.8
1228,00/11-08-075-05W4/0,636.15,636.15,639.43,M,639.43
1229,00/11-08-075-08W4/0,665.61,665.61,669.0,M,669.0
1230,00/11-08-082-04W4/0,460.248,457.2,460.248,M,460.248
1231,00/11-08-092-21W4/0,551.383,547.421,551.383,M,551.383
1232,00/11-09-071-11W4/0,612.9,612.9,616.6,M,616.6
1233,00/11-09-076-02W4/0,658.5,654.8,658.5,M,658.5
1234,00/11-09-079-15W4/0,630.7,627.7,630.7,M,630.7
1235,00/11-09-080-21W4/0,584.545,584.545,588.051,M,588.051
1236,00/11-09-082-19W4/0,584.911,584.911,588.264,M,588.264
1237,00/11-09-083-16W4/0,529.438,526.237,529.438,M,529.438
1238,00/11-09-096-17W4/0,747.4,743.0,747.4,M,747.4
1239,00/11-10-067-14W4/0,578.5,575.5,578.5,M,578.5
1240,00/11-10-067-18W4/0,602.0,598.39,602.0,M,602.0
1241,00/11-10-068-18W4/0,556.0,556.0,559.4,M,559.4
1242,00/11-10-070-05W5/0,785.2,785.2,788.2,M,788.2
1243,00/11-10-071-13W4/0,630.326,630.326,634.289,M,634.289
1244,00/11-10-072-18W4/0,598.0,598.0,598.6,M,598.6
1245,AA/11-10-074-08W4/0,692.3,692.3,695.8,M,695.8
1246,00/11-10-074-22W4/0,646.2,646.2,648.7,M,648.7
1247,00/11-10-076-02W5/0,904.646,900.989,904.646,M,904.646
1248,00/11-10-076-14W4/0,644.9,644.9,648.3,M,648.3
1249,00/11-10-076-15W4/0,715.518,715.518,718.566,M,718.566
1250,00/11-10-076-25W4/0,844.479,844.479,848.594,M,848.594
1251,00/11-10-081-25W4/0,595.884,595.884,599.542,M,599.542
1252,00/11-10-093-18W4/0,518.7,515.7,518.7,M,518.7
1253,00/11-11-074-20W4/0,763.9,763.9,767.6,M,767.6
1254,00/11-11-075-14W4/0,859.231,859.231,859.231,M,859.231
1255,00/11-11-078-11W4/0,687.98,683.78,687.98,M,687.98
1256,00/11-11-080-19W4/0,563.88,563.88,566.928,M,566.928
1257,00/11-11-081-02W4/0,505.968,502.92,505.968,M,505.968
1258,00/11-11-081-03W4/0,467.868,464.82,467.868,M,467.868
1259,00/11-11-083-08W4/0,734.7,731.6,734.7,M,734.7
1260,00/11-11-090-12W4/0,530.0,528.5,530.0,M,530.0
1261,00/11-12-067-16W4/0,616.001,612.953,616.001,M,616.001
1262,00/11-12-068-13W4/0,590.398,590.398,593.141,M,593.141
1263,00/11-12-068-17W4/0,595.4,595.4,599.2,M,599.2
1264,00/11-12-070-27W4/0,636.422,636.422,639.166,M,639.166
1265,00/11-12-071-03W5/2,610.514,610.514,613.562,M,613.562
1266,00/11-12-072-20W4/0,594.055,594.055,597.408,M,597.408
1267,00/11-12-076-01W5/0,915.162,911.718,915.162,M,915.162
1268,00/11-12-076-13W4/0,728.9,728.9,731.6,M,731.6
1269,00/11-12-079-25W4/0,559.5,559.5,563.0,M,563.0
1270,00/11-12-080-05W5/0,637.642,633.984,637.642,M,637.642
1271,00/11-12-080-16W4/0,565.0,561.3,565.0,M,565.0
1272,00/11-12-081-18W4/0,1804.0,1794.0,1804.0,F,548.4159999999999
1273,00/11-12-081-25W4/0,605.55,605.55,609.55,M,609.55
1274,00/11-12-087-22W4/0,559.47,559.47,562.92,M,562.92
1275,00/11-12-091-21W4/0,1660.43,1649.93,1660.43,F,504.77072
1276,00/11-12-096-18W4/0,725.6,0.0,725.6,M,725.6
1277,00/11-13-075-20W4/0,611.734,611.734,616.001,M,616.001
1278,00/11-13-081-11W4/0,698.0,696.0,698.0,M,698.0
1279,00/11-13-091-21W4/0,1693.64,1683.79,1693.64,F,514.86656
1280,00/11-14-073-02W5/0,602.0,602.0,605.2,M,605.2
1281,00/11-14-078-06W4/0,596.32,593.32,596.32,M,596.32
1282,00/11-14-084-24W4/0,562.356,562.356,565.099,M,565.099
1283,00/11-14-088-21W4/0,529.86,529.86,532.96,M,532.96
1284,00/11-14-093-21W4/0,550.469,548.64,550.469,M,550.469
1285,00/11-15-069-10W4/0,708.05,708.05,712.47,M,712.47
1286,00/11-15-070-17W4/0,556.108,556.108,559.003,M,559.003
1287,00/11-15-072-04W4/0,680.6,680.6,685.31,M,685.31
1288,00/11-15-072-16W4/0,577.596,577.596,580.644,M,580.644
1289,00/11-15-073-23W4/0,720.547,717.499,720.547,M,720.547
1290,00/11-15-073-24W4/0,629.168,629.107,632.521,M,632.521
1291,00/11-15-075-25W4/0,700.126,700.126,704.088,M,704.088
1292,00/11-15-077-11W4/0,688.29,679.49,688.29,M,688.29
1293,00/11-15-091-17W4/0,507.8,504.0,507.8,M,507.8
1294,00/11-16-068-05W4/0,683.92,683.92,687.58,M,687.58
1295,00/11-16-071-26W4/0,593.18,593.18,596.48,M,596.48
1296,00/11-16-074-21W4/0,685.495,685.495,689.458,M,689.458
1297,00/11-16-077-02W5/0,706.222,702.869,706.222,M,706.222
1298,00/11-16-085-20W4/0,623.621,623.621,626.669,M,626.669
1299,00/11-16-094-19W4/0,612.45,609.0,612.45,M,612.45
1300,00/11-16-095-18W4/0,626.61,623.61,626.61,M,626.61
1301,00/11-17-071-07W4/0,659.5,659.5,663.5,M,663.5
1302,00/11-17-072-10W4/0,651.83,651.83,655.44,M,655.44
1303,00/11-17-076-20W4/0,604.114,604.114,608.228,M,608.228
1304,00/11-17-080-15W4/0,599.6,595.9,599.6,M,599.6
1305,00/11-17-083-09W4/0,733.471,730.27,733.471,M,733.471
1306,00/11-17-084-20W4/0,622.402,622.402,625.45,M,625.45
1307,00/11-18-071-13W4/0,648.005,644.957,648.005,M,648.005
1308,00/11-18-074-08W4/0,665.27,665.27,669.23,M,669.23
1309,00/11-18-075-12W4/0,685.02,685.02,688.37,M,688.37
1310,00/11-18-075-23W4/0,694.213,694.213,698.906,M,698.906
1311,00/11-18-077-01W5/0,694.944,694.944,698.906,M,698.906
1312,00/11-18-079-03W5/0,657.454,654.0,657.454,M,657.454
1313,00/11-18-079-12W4/0,711.3,707.3,711.3,M,711.3
1314,00/11-18-085-16W4/0,515.3,510.0,515.3,M,515.3
1315,00/11-18-088-02W5/0,738.896,738.896,742.493,M,742.493
1316,00/11-18-090-22W4/0,513.9,510.0,513.9,M,513.9
1317,00/11-19-068-06W4/0,672.6,668.73,672.0,M,672.0
1318,00/11-19-071-18W4/0,573.0,573.0,575.0,M,575.0
1319,00/11-19-073-16W4/0,574.639,574.639,577.596,M,577.596
1320,00/11-19-075-01W5/0,840.791,840.791,845.515,M,845.515
1321,00/11-19-083-17W4/0,545.33,542.3,545.33,M,545.33
1322,00/11-19-085-22W4/0,559.399,559.399,562.356,M,562.356
1323,00/11-20-071-02W5/0,595.7,595.7,598.7,M,598.7
1324,00/11-20-074-23W4/0,690.524,690.524,694.03,M,694.03
1325,00/11-20-075-22W4/0,651.51,651.51,654.558,M,654.558
1326,00/11-20-083-14W4/0,554.736,551.078,554.736,M,554.736
1327,00/11-20-084-04W4/0,466.0,463.0,466.0,M,466.0
1328,00/11-21-069-13W4/0,568.76,568.76,571.5,M,571.5
1329,00/11-21-069-17W4/0,556.93,556.93,560.03,M,560.03
1330,00/11-21-070-12W4/0,576.682,576.682,580.339,M,580.339
1331,00/11-21-071-24W4/0,642.671,642.671,646.633,M,646.633
1332,00/11-21-073-07W4/0,731.0,731.0,734.2,M,734.2
1333,00/11-21-073-19W4/0,654.71,654.71,658.368,M,658.368
1334,00/11-21-075-11W4/0,656.387,656.387,660.502,M,660.502
1335,00/11-21-075-15W4/0,790.66,790.66,793.69,M,793.69
1336,00/11-21-075-26W4/0,870.417,870.417,874.776,M,874.776
1337,00/11-21-077-07W4/0,571.652,556.4,560.4,M,560.4
1338,00/11-21-087-17W4/0,514.5,511.0,514.5,M,514.5
1339,00/11-21-090-23W4/0,519.379,519.379,523.646,M,523.646
1340,00/11-22-067-15W4/0,583.5,580.3,583.5,M,583.5
1341,00/11-22-068-14W4/0,564.76,564.76,567.8,M,567.8
1342,00/11-22-070-24W4/0,619.049,619.049,624.23,M,624.23
1343,00/11-22-071-14W4/0,646.176,646.176,649.224,M,649.224
1344,00/11-22-071-21W4/0,600.05,600.05,603.25,M,603.25
1345,00/11-22-074-12W4/0,10.0,10.0,656.265,M,656.265
1346,00/11-22-090-20W4/0,517.8,517.8,520.7,M,520.7
1347,00/11-23-069-10W4/0,716.4,716.4,719.75,M,719.75
1348,00/11-23-070-05W5/0,779.8,779.8,782.7,M,782.7
1349,00/11-23-073-09W4/0,650.3,650.3,654.5,M,654.5
1350,00/11-23-077-13W4/0,686.7,683.2,686.7,M,686.7
1351,00/11-23-080-04W4/0,517.246,513.588,517.246,M,517.246
1352,00/11-24-067-04W4/0,678.0,674.8,678.0,M,678.0
1353,00/11-24-072-15W4/0,601.98,601.98,605.028,M,605.028
1354,00/11-24-075-26W4/0,814.426,810.768,814.426,M,814.426
1355,00/11-24-084-06W4/0,469.0,465.0,469.0,M,469.0
1356,00/11-24-084-25W4/0,1768.0,1755.0,1768.0,F,537.472
1357,00/11-24-087-17W4/0,513.7,510.2,513.7,M,513.7
1358,00/11-24-087-23W4/0,539.496,539.496,542.239,M,542.239
1359,00/11-24-088-22W4/0,523.646,523.646,525.78,M,525.78
1360,00/11-24-088-25W4/0,623.1,623.1,626.7,M,626.7
1361,00/11-25-068-14W4/0,552.907,552.907,555.346,M,555.346
1362,00/11-25-071-12W4/0,599.3,599.3,602.9,M,602.9
1363,00/11-25-078-03W5/0,649.102,649.102,653.308,M,653.308
1364,00/11-25-078-13W4/0,673.349,669.127,673.349,M,673.349
1365,00/11-25-080-01W5/0,580.0,580.0,583.67,M,583.67
1366,00/11-25-081-17W4/0,545.3,539.496,545.3,M,545.3
1367,00/11-25-082-11W4/0,719.1,716.0,719.1,M,719.1
1368,00/11-25-083-17W4/0,513.588,510.388,513.588,M,513.588
1369,00/11-25-088-21W4/0,530.14,530.14,533.79,M,533.79
1370,00/11-26-069-12W4/0,587.6,587.6,590.3,M,590.3
1371,00/11-26-070-18W4/0,565.34,565.34,568.32,M,568.32
1372,00/11-26-072-08W4/0,680.2,680.2,683.7,M,683.7
1373,00/11-26-074-14W4/0,771.296,771.296,774.527,M,774.527
1374,00/11-26-077-16W4/0,672.11,672.11,675.69,M,675.69
1375,00/11-26-078-01W5/0,587.78,587.78,591.88,M,591.88
1376,00/11-26-080-16W4/0,569.97,566.17,569.97,M,569.97
1377,00/11-26-080-24W4/0,568.3,568.3,572.95,M,572.95
1378,00/11-27-068-11W4/0,619.0,615.5,619.0,M,619.0
1379,00/11-27-070-01W5/0,559.918,559.918,562.966,M,562.966
1380,00/11-27-070-21W4/0,649.529,649.529,652.882,M,652.882
1381,00/11-27-076-13W4/0,699.516,699.516,702.564,M,702.564
1382,00/11-27-076-17W4/0,714.146,714.146,717.194,M,717.194
1383,00/11-27-077-23W4/0,651.571,651.571,655.93,M,655.93
1384,00/11-27-079-04W5/0,619.536,619.536,623.194,M,623.194
1385,00/11-27-081-04W4/0,468.27,464.62,468.27,M,468.27
1386,00/11-27-083-15W4/0,552.8,549.8,552.8,M,552.8
1387,00/11-28-070-09W4/0,605.03,605.03,609.53,M,609.53
1388,00/11-28-074-23W4/0,691.896,691.896,695.249,M,695.249
1389,00/11-28-076-16W4/0,708.7,699.4,708.7,M,708.7
1390,00/11-28-079-06W4/0,516.9,513.8,516.9,M,516.9
1391,00/11-28-080-17W4/0,545.318,541.965,545.318,M,545.318
1392,00/11-29-068-02W4/0,724.6,724.6,729.1,M,729.1
1393,00/11-29-068-12W4/0,604.114,604.114,576.377,M,576.377
1394,00/11-29-071-11W4/0,590.76,590.76,594.59,M,594.59
1395,00/11-29-071-13W4/0,661.721,657.758,661.721,M,661.721
1396,00/11-29-074-01W4/0,693.6,693.6,597.0,M,597.0
1397,00/11-29-079-11W4/0,693.39,690.19,693.39,M,693.39
1398,00/11-29-080-16W4/0,553.1,549.5,553.1,M,553.1
1399,00/11-29-081-08W4/0,712.622,708.965,712.622,M,712.622
1400,00/11-29-089-12W4/0,525.0,520.9,525.0,M,525.0
1401,00/11-29-091-19W4/0,1710.0,1710.0,1721.0,F,523.184
1403,00/11-30-070-04W4/0,676.8,673.0,676.8,M,676.8
1404,00/11-30-071-14W4/0,668.81,668.81,672.81,M,672.81
1405,00/11-30-073-13W4/0,672.31,672.66,676.31,M,676.31
1406,00/11-30-074-16W4/0,620.116,620.116,623.621,M,623.621
1407,00/11-30-077-25W4/0,648.005,648.005,651.967,M,651.967
1408,00/11-30-078-06W4/0,564.09,561.09,564.09,M,564.09
1409,00/11-30-078-22W4/0,565.099,565.099,569.062,M,569.062
1410,00/11-30-091-17W4/0,516.6,513.2,516.6,M,516.6
1411,00/11-30-092-19W4/0,532.0,529.0,532.0,M,532.0
1412,00/11-31-068-15W4/0,546.506,546.506,549.554,M,549.554
1413,00/11-31-070-17W4/0,566.318,566.318,569.062,M,569.062
1414,00/11-31-072-07W4/0,682.8,682.8,685.88,M,685.88
1415,00/11-31-073-12W4/0,657.0,657.0,660.0,M,660.0
1416,00/11-31-073-19W4/0,671.779,671.779,674.827,M,674.827
1417,00/11-31-074-06W4/0,632.87,632.87,637.33,M,637.33
1418,00/11-31-078-05W5/0,658.4,658.4,662.4,M,662.4
1419,00/11-31-079-11W4/0,691.52,688.32,691.52,M,691.52
1420,00/11-31-082-01W5/0,561.746,558.698,561.746,M,561.746
1421,00/11-31-083-09W4/0,716.28,712.318,716.28,M,716.28
1422,00/11-31-090-17W4/0,503.15,500.7,503.15,M,503.15
1423,00/11-31-093-18W4/0,524.8,521.0,524.8,M,524.8
1424,00/11-32-068-16W4/0,558.576,558.576,562.234,M,562.234
1425,00/11-32-070-01W5/0,591.1,591.1,595.0,M,595.0
1426,00/11-32-070-02W5/0,591.617,591.617,596.189,M,596.189
1427,00/11-32-072-09W4/0,659.68,659.68,663.56,M,663.56
1428,00/11-32-073-06W4/0,647.41,647.41,650.91,M,650.91
1429,00/11-32-075-25W4/0,752.246,752.246,756.209,M,756.209
1430,00/11-32-077-05W5/0,684.5,684.5,688.5,M,688.5
1431,00/11-32-077-11W4/0,689.549,689.549,10.0,M,10.0
1432,00/11-32-079-12W4/0,687.9,683.9,687.9,M,687.9
1433,00/11-32-086-22W4/0,563.88,563.88,567.233,M,567.233
1434,00/11-33-070-03W5/0,654.6,654.6,660.3,M,660.3
1435,00/11-33-074-23W4/0,708.0,708.0,711.0,M,711.0
1436,00/11-33-076-04W5/0,741.578,741.578,745.541,M,745.541
1437,00/11-33-077-17W4/0,568.452,568.452,571.5,M,571.5
1438,00/11-33-079-07W4/0,593.55,589.9,593.55,M,593.55
1439,00/11-33-090-17W4/0,503.3,499.9,503.3,M,503.3
1440,00/11-34-071-11W4/0,652.3,652.3,635.5,M,635.5
1441,00/11-34-071-20W4/0,591.83,591.83,594.97,M,594.97
1442,00/11-34-074-05W5/0,977.2,977.2,980.3,M,980.3
1443,00/11-34-077-03W4/0,591.9,588.9,591.9,M,591.9
1444,00/11-34-077-22W4/0,606.095,606.095,608.381,M,608.381
1445,00/11-34-077-25W4/0,638.251,638.251,641.604,M,641.604
1446,00/11-34-077-26W4/0,636.118,631.85,636.118,M,636.118
1447,00/11-34-079-18W4/0,557.814,554.462,557.814,M,557.814
1448,00/11-34-092-18W4/0,513.9,510.7,513.9,M,513.9
1449,00/11-35-071-08W4/0,663.86,663.86,666.86,M,666.86
1450,00/11-35-072-20W4/0,643.2,643.2,646.5,M,646.5
1451,00/11-35-073-15W4/0,657.758,657.758,660.806,M,660.806
1452,00/11-35-073-26W4/0,658.703,655.198,658.703,M,658.703
1453,00/11-35-074-20W4/0,640.69,640.69,644.652,M,644.652
1454,00/11-35-075-18W4/0,598.932,598.932,598.932,M,598.932
1455,00/11-35-077-01W5/0,624.23,624.23,628.543,M,628.543
1456,00/11-35-079-12W4/0,685.19,681.99,685.19,M,685.19
1457,00/11-35-081-04W4/0,459.5,456.1,459.5,M,459.5
1458,00/11-35-085-17W4/0,514.55,511.0,514.55,M,514.55
1459,00/11-35-088-17W4/0,502.47,499.57,502.47,M,502.47
1460,00/11-35-094-16W4/0,542.3,538.7,542.3,M,542.3
1461,00/11-36-067-13W4/0,590.398,587.654,590.398,M,590.398
1462,00/11-36-072-03W5/0,589.0,589.0,591.7,M,591.7
1463,00/11-36-072-19W4/0,644.256,644.256,647.395,M,647.395
1464,00/11-36-074-15W4/0,748.589,748.589,751.637,M,751.637
1465,00/11-36-078-06W4/0,537.26,533.73,537.26,M,537.26
1466,00/11-36-078-21W4/0,565.343,561.35,565.343,M,565.343
1467,00/11-36-078-22W4/0,562.966,562.966,565.404,M,565.404
1468,00/11-36-088-18W4/0,487.2,484.3,487.2,M,487.2
1469,00/11-36-092-21W4/0,539.2,535.4,539.2,M,539.2
1470,00/12-02-070-25W4/0,656.844,656.844,659.587,M,659.587
1471,00/12-04-072-06W4/0,690.3,690.3,694.56,M,694.56
1472,00/12-04-074-04W5/0,606.0,600.0,606.0,M,606.0
1473,00/12-05-084-05W4/0,493.0,490.0,493.0,M,493.0
1474,00/12-07-082-10W4/0,706.0,702.0,706.0,M,706.0
1475,00/12-07-083-04W4/0,465.29,462.29,465.29,M,465.29
1476,00/12-08-067-01W4/0,613.4,609.53,613.4,M,613.4
1477,00/12-08-067-14W4/0,568.7,565.5,568.7,M,568.7
1478,00/12-08-074-05W5/0,596.5,596.5,600.65,M,600.65
1479,00/12-08-074-10W4/0,658.95,658.95,663.0,M,663.0
1480,00/12-10-074-11W4/0,656.9,656.9,660.1,M,660.1
1481,00/12-10-075-09W4/0,659.92,659.92,662.92,M,662.92
1482,00/12-12-074-02W5/0,647.2,644.0,647.2,M,647.2
1483,00/12-12-082-11W4/0,706.4,705.0,706.4,M,706.4
1484,00/12-13-069-11W4/0,617.8,617.8,621.0,M,621.0
1485,00/12-13-076-10W4/0,667.0,662.72,667.0,M,667.0
1486,00/12-14-075-08W4/0,668.17,668.17,671.17,M,671.17
1487,00/12-14-079-08W4/0,595.43,591.18,595.43,M,595.43
1488,00/12-17-081-04W4/0,445.1,441.6,445.1,M,445.1
1489,00/12-18-068-07W4/0,619.1,619.1,623.3,M,623.3
1490,00/12-18-068-17W4/0,568.0,568.0,571.3,M,571.3
1491,00/12-18-071-04W4/0,669.95,669.95,674.21,M,674.21
1492,00/12-19-075-09W4/0,678.87,678.87,682.0,M,682.0
1493,00/12-20-071-03W5/0,676.0,676.0,679.9,M,679.9
1494,00/12-20-073-05W5/0,577.291,577.291,581.254,M,581.254
1495,00/12-20-079-05W4/0,481.6,478.6,481.6,M,481.6
1496,00/12-21-071-04W4/0,674.8,674.8,678.4,M,678.4
1497,00/12-22-078-02W5/0,625.1,625.1,629.33,M,629.33
