API,Formation,SS,MD,Observation number
30/6-22 R,BAAT GP. Top,-2850,2875,1
30/6-22 R,Statfjord Fm. Top,-3265,3290,1
30/6-22 R,VIKING GP. Top,-2472,2497,1
30/6-22 R,Draupne Fm. Top,-2472,2497,1
30/6-22 R,Heather Fm. Top,-2603,2628,1
30/6-22 R,CROMER KNOLL GP. Top,-2460,2485,1
30/6-22 R,DUNLIN GP. Top,-2973,2998,1
30/6-22 R,Amundsen Fm. Top,-3145,3170,1
30/6-22 R,Cook Fm. Top,-3097,3122,1
30/6-22 R,Drake Fm. Top,-2973,2998,1
30/6-22 R,SHETLAND GP. Top,-2150,2175,1
30/6-22 R,ROGALAND GP. Top,-1868,1893,1
30/6-22 R,Balder Fm. Top,-1868,1893,1
30/6-22 R,Lista Fm. Top,-1973,1998,1
30/6-22 R,Vaale Fm. Top,-2122,2147,1
30/6-22 R,NORDLAND GP. Top,-177,202,1
30/6-22 R,Utsira Fm. Top,-696,721,1
30/6-22 R,Etive Fm. Top,-2891,2916,1
30/6-22 R,Ness Fm. Top,-2862,2887,1
30/6-22 R,Oseberg Fm. Top,-2918,2943,1
30/6-22 R,Rannoch Fm. Top,-2913,2938,1
30/6-22 R,Tarbert Fm. Top,-2850,2875,1
30/6-22 R,HORDALAND GP. Top,-860,885,1
30/6-23,BAAT GP. Top,-2769.19,2793,1
30/6-23,Statfjord Fm. Top,-3139.18,3163,1
30/6-23,Nansen Mb. Top,-3139.18,3163,1
30/6-23,Eiriksson Mb. Top,-3155.18,3179,1
30/6-23,VIKING GP. Top,-2510.21,2534,1
30/6-23,Draupne Fm. Top,-2510.21,2534,1
30/6-23,Heather Fm. Top,-2583.2,2607,1
30/6-23,CROMER KNOLL GP. Top,-2430.22,2454,1
30/6-23,DUNLIN GP. Top,-2878.19,2902,1
30/6-23,Amundsen Fm. Top,-3078.18,3102,1
30/6-23,Burton Fm. Top,-3041.18,3065,1
30/6-23,Cook Fm. Top,-2992.19,3016,1
30/6-23,Drake Fm. Top,-2878.19,2902,1
30/6-23,SHETLAND GP. Top,-2208.24,2232,1
30/6-23,ROGALAND GP. Top,-1915.3,1939,1
30/6-23,Balder Fm. Top,-1915.3,1939,1
30/6-23,Lista Fm. Top,-2072.24,2096,1
30/6-23,Sele Fm. Top,-1998.25,2022,1
30/6-23,Vaale Fm. Top,-2183.24,2207,1
30/6-23,NORDLAND GP. Top,-153,176,1
30/6-23,Utsira Fm. Top,-706.95,730,1
30/6-23,Etive Fm. Top,-2804.19,2828,1
30/6-23,Ness Fm. Top,-2769.19,2793,1
30/6-23,Oseberg Fm. Top,-2815.19,2839,1
30/6-23,Rannoch Fm. Top,-2812.19,2836,1
30/6-23,HORDALAND GP. Top,-863.94,887,1
30/6-23 R,BAAT GP. Top,-2770,2793,1
30/6-23 R,Statfjord Fm. Top,-3140,3163,1
30/6-23 R,Nansen Mb. Top,-3140,3163,1
30/6-23 R,Eiriksson Mb. Top,-3156,3179,1
30/6-23 R,VIKING GP. Top,-2511,2534,1
30/6-23 R,Draupne Fm. Top,-2511,2534,1
30/6-23 R,Heather Fm. Top,-2584,2607,1
30/6-23 R,CROMER KNOLL GP. Top,-2431,2454,1
30/6-23 R,DUNLIN GP. Top,-2879,2902,1
30/6-23 R,Amundsen Fm. Top,-3079,3102,1
30/6-23 R,Burton Fm. Top,-3042,3065,1
30/6-23 R,Cook Fm. Top,-2993,3016,1
30/6-23 R,Drake Fm. Top,-2879,2902,1
30/6-23 R,SHETLAND GP. Top,-2209,2232,1
30/6-23 R,ROGALAND GP. Top,-1916,1939,1
30/6-23 R,Balder Fm. Top,-1916,1939,1
30/6-23 R,Lista Fm. Top,-2073,2096,1
30/6-23 R,Sele Fm. Top,-1999,2022,1
30/6-23 R,Vaale Fm. Top,-2184,2207,1
30/6-23 R,NORDLAND GP. Top,-153,176,1
30/6-23 R,Utsira Fm. Top,-707,730,1
30/6-23 R,Etive Fm. Top,-2805,2828,1
30/6-23 R,Ness Fm. Top,-2770,2793,1
30/6-23 R,Oseberg Fm. Top,-2816,2839,1
30/6-23 R,Rannoch Fm. Top,-2813,2836,1
30/6-23 R,HORDALAND GP. Top,-864,887,1
30/6-24 S,Statfjord Fm. Top,-3658,3682,1
30/6-24 S,HEGRE GP. Top,-3916,3940,1
30/6-24 S,Lunde Fm. Top,-3916,3940,1
30/6-24 S,CROMER KNOLL GP. Top,-3551,3575,1
30/6-24 S,DUNLIN GP. Top,-3557,3581,1
30/6-24 S,Amundsen Fm. Top,-3557,3581,1
30/6-24 S,SHETLAND GP. Top,-2418,2442,1
30/6-24 S,ROGALAND GP. Top,-2083,2107,1
30/6-24 S,Balder Fm. Top,-2083,2107,1
30/6-24 S,Lista Fm. Top,-2223,2247,1
30/6-24 S,Sele Fm. Top,-2173,2197,1
30/6-24 S,Vaale Fm. Top,-2353,2377,1
30/6-24 S,NORDLAND GP. Top,-121,145,1
30/6-24 S,Utsira Fm. Top,-692,716,1
30/6-24 S,HORDALAND GP. Top,-899,923,1
30/6-25 S,BAAT GP. Top,-2612.91,2663,1
30/6-25 S,BAAT GP. Top,-2763.73,2830,2
30/6-25 S,DUNLIN GP. Top,-2657.91,2713,1
30/6-25 S,DUNLIN GP. Top,-2842.88,2918,2
30/6-25 S,Drake Fm. Top,-2657.91,2713,1
30/6-25 S,Drake Fm. Top,-2842.88,2918,2
30/6-25 S,SHETLAND GP. Top,-2289.58,2320,1
30/6-25 S,Jorsalfare Fm. Top,-2305.55,2336,1
30/6-25 S,Kyrre Fm. Top,-2490.43,2526,1
30/6-25 S,ROGALAND GP. Top,-1999.26,2029,1
30/6-25 S,Balder Fm. Top,-1999.26,2029,1
30/6-25 S,Lista Fm. Top,-2118.93,2149,1
30/6-25 S,Hardraade Fm. Top,-2289.58,2320,1
30/6-25 S,Sele Fm. Top,-2076.06,2106,1
30/6-25 S,Vaale Fm. Top,-2222.63,2253,1
30/6-25 S,NORDLAND GP. Top,-99,128,1
30/6-25 S,Utsira Fm. Top,-659.98,689,1
30/6-25 S,Etive Fm. Top,-2645.28,2699,1
30/6-25 S,Etive Fm. Top,-2816.87,2889,2
30/6-25 S,Ness Fm. Top,-2612.91,2663,1
30/6-25 S,Ness Fm. Top,-2763.73,2830,2
30/6-25 S,Oseberg Fm. Top,-2657.01,2712,1
30/6-25 S,Oseberg Fm. Top,-2841.09,2916,2
30/6-25 S,Rannoch Fm. Top,-2649.79,2704,1
30/6-25 S,Rannoch Fm. Top,-2830.33,2904,2
30/6-25 S,HORDALAND GP. Top,-848.97,878,1
30/6-25 S,Skade Fm. Top,-961.96,991,1
30/6-26,Statfjord Fm. Top,-2639.57,2669,1
30/6-26,DUNLIN GP. Top,-2568.62,2598,1
30/6-26,Amundsen Fm. Top,-2568.62,2598,1
30/6-26,SHETLAND GP. Top,-2277.75,2307,1
30/6-26,Kyrre Fm. Top,-2401.71,2431,1
30/6-26,ROGALAND GP. Top,-1976.84,2006,1
30/6-26,Balder Fm. Top,-1976.84,2006,1
30/6-26,Lista Fm. Top,-2152.79,2182,1
30/6-26,Hardraade Fm. Top,-2277.75,2307,1
30/6-26,Sele Fm. Top,-2070.81,2100,1
30/6-26,Vaale Fm. Top,-2262.75,2292,1
30/6-26,NORDLAND GP. Top,-108,132,1
30/6-26,Utsira Fm. Top,-651.26,680,1
30/6-26,HORDALAND GP. Top,-868.09,897,1
30/6-26,Skade Fm. Top,-927.07,956,1
30/6-27,Statfjord Fm. Top,-3071.52,3101,1
30/6-27,DUNLIN GP. Top,-3065.52,3095,1
30/6-27,Amundsen Fm. Top,-3065.52,3095,1
30/6-27,SHETLAND GP. Top,-2366.72,2396,1
30/6-27,Jorsalfare Fm. Top,-2375.72,2405,1
30/6-27,Kyrre Fm. Top,-2640.57,2670,1
30/6-27,Tryggvason Fm. Top,-2966.52,2996,1
30/6-27,ROGALAND GP. Top,-2021.82,2051,1
30/6-27,Balder Fm. Top,-2021.82,2051,1
30/6-27,Lista Fm. Top,-2211.77,2241,1
30/6-27,Hardraade Fm. Top,-2366.72,2396,1
30/6-27,Sele Fm. Top,-2103.8,2133,1
30/6-27,Vaale Fm. Top,-2347.72,2377,1
30/6-27,NORDLAND GP. Top,-112,136,1
30/6-27,Utsira Fm. Top,-623.33,652,1
30/6-27,HORDALAND GP. Top,-918.07,947,1
30/6-27,Skade Fm. Top,-986.05,1015,1
30/6-28 S,Grid Fm. Top,-1312.83,1342,1
30/6-28 S,Statfjord Fm. Top,-2424,2483,1
30/6-28 S,Nansen Mb. Top,-2424,2483,1
30/6-28 S,Eiriksson Mb. Top,-2519.11,2590,1
30/6-28 S,HEGRE GP. Top,-2660.53,2754,1
30/6-28 S,Lunde Fm. Top,-2660.53,2754,1
30/6-28 S,DUNLIN GP. Top,-2324.15,2376,1
30/6-28 S,SHETLAND GP. Top,-2186.1,2231,1
30/6-28 S,Jorsalfare Fm. Top,-2186.1,2231,1
30/6-28 S,Kyrre Fm. Top,-2257.16,2305,1
30/6-28 S,ROGALAND GP. Top,-1912.52,1952,1
30/6-28 S,Balder Fm. Top,-1912.52,1952,1
30/6-28 S,Lista Fm. Top,-2067.61,2110,1
30/6-28 S,Sele Fm. Top,-1994,2035,1
30/6-28 S,NORDLAND GP. Top,-110,135,1
30/6-28 S,Utsira Fm. Top,-625.98,651,1
30/6-28 S,HORDALAND GP. Top,-831.97,857,1
30/6-28 S,Skade Fm. Top,-1210.71,1238,1
30/6-29 S,Statfjord Fm. Top,-5673,5735,1
30/6-29 S,Eiriksson Mb. Top,-5673,5735,1
30/6-29 S,DUNLIN GP. Top,-5334,5396,1
30/6-29 S,Burton Fm. Top,-5530,5592,1
30/6-29 S,Cook Fm. Top,-5472,5534,1
30/6-29 S,Drake Fm. Top,-5334,5396,1
30/6-29 S,SHETLAND GP. Top,-3043,3105,1
30/6-3,BAAT GP. Top,-2396,2421,1
30/6-3,Statfjord Fm. Top,-2859,2884,1
30/6-3,VIKING GP. Top,-2328,2353,1
30/6-3,Heather Fm. Top,-2328,2353,1
30/6-3,DUNLIN GP. Top,-2487,2512,1
30/6-3,Amundsen Fm. Top,-2743,2768,1
30/6-3,Cook Fm. Top,-2664,2689,1
30/6-3,Drake Fm. Top,-2487,2512,1
30/6-3,SHETLAND GP. Top,-2231,2256,1
30/6-3,ROGALAND GP. Top,-1969,1994,1
30/6-3,Balder Fm. Top,-1969,1994,1
30/6-3,Lista Fm. Top,-2076,2101,1
30/6-3,Sele Fm. Top,-2041,2066,1
30/6-3,NORDLAND GP. Top,-105,130,1
30/6-3,Utsira Fm. Top,-655,680,1
30/6-3,HORDALAND GP. Top,-935,960,1
30/6-4,BAAT GP. Top,-2572,2597,1
30/6-4,VIKING GP. Top,-2390,2415,1
30/6-4,Draupne Fm. Top,-2390,2415,1
30/6-4,Heather Fm. Top,-2405,2430,1
30/6-4,DUNLIN GP. Top,-2661,2686,1
30/6-4,Amundsen Fm. Top,-2868,2893,1
30/6-4,Cook Fm. Top,-2830,2855,1
30/6-4,Drake Fm. Top,-2661,2686,1
30/6-4,SHETLAND GP. Top,-2272,2297,1
30/6-4,ROGALAND GP. Top,-1991,2016,1
30/6-4,Balder Fm. Top,-1991,2016,1
30/6-4,Lista Fm. Top,-2193,2218,1
30/6-4,Sele Fm. Top,-2105,2130,1
30/6-4,NORDLAND GP. Top,-110,135,1
30/6-4,Utsira Fm. Top,-630,655,1
30/6-4,Etive Fm. Top,-2605,2630,1
30/6-4,Ness Fm. Top,-2572,2597,1
30/6-4,HORDALAND GP. Top,-832,857,1
30/6-5,BAAT GP. Top,-2815.91,2841,1
30/6-5,Statfjord Fm. Top,-3197.89,3223,1
30/6-5,VIKING GP. Top,-2426.93,2452,1
30/6-5,Draupne Fm. Top,-2426.93,2452,1
30/6-5,Heather Fm. Top,-2567.91,2593,1
30/6-5,CROMER KNOLL GP. Top,-2382.93,2408,1
30/6-5,DUNLIN GP. Top,-2932.9,2958,1
30/6-5,Amundsen Fm. Top,-3097.9,3123,1
30/6-5,Cook Fm. Top,-3045.9,3071,1
30/6-5,Drake Fm. Top,-2932.9,2958,1
30/6-5,SHETLAND GP. Top,-2177.96,2203,1
30/6-5,ROGALAND GP. Top,-1882.97,1908,1
30/6-5,Balder Fm. Top,-1882.97,1908,1
30/6-5,Lista Fm. Top,-2097.97,2123,1
30/6-5,Sele Fm. Top,-1997.97,2023,1
30/6-5,NORDLAND GP. Top,-156,181,1
30/6-5,Utsira Fm. Top,-701,726,1
30/6-5,Etive Fm. Top,-2839.91,2865,1
30/6-5,Ness Fm. Top,-2815.91,2841,1
30/6-5,HORDALAND GP. Top,-854,879,1
30/6-6,BAAT GP. Top,-2795,2820,1
30/6-6,VIKING GP. Top,-2562,2587,1
30/6-6,Draupne Fm. Top,-2562,2587,1
30/6-6,Heather Fm. Top,-2675,2700,1
30/6-6,CROMER KNOLL GP. Top,-2528,2553,1
30/6-6,DUNLIN GP. Top,-2940,2965,1
30/6-6,Cook Fm. Top,-3127,3152,1
30/6-6,Drake Fm. Top,-2940,2965,1
30/6-6,SHETLAND GP. Top,-2313,2338,1
30/6-6,ROGALAND GP. Top,-2067,2092,1
30/6-6,Balder Fm. Top,-2067,2092,1
30/6-6,Lista Fm. Top,-2264,2289,1
30/6-6,Sele Fm. Top,-2163,2188,1
30/6-6,NORDLAND GP. Top,-113,138,1
30/6-6,Utsira Fm. Top,-678,703,1
30/6-6,Etive Fm. Top,-2906,2931,1
30/6-6,Ness Fm. Top,-2836,2861,1
30/6-6,Tarbert Fm. Top,-2795,2820,1
30/6-6,HORDALAND GP. Top,-868,893,1
30/6-7,BAAT GP. Top,-2607,2632,1
30/6-7,Statfjord Fm. Top,-3127,3152,1
30/6-7,VIKING GP. Top,-2535,2560,1
30/6-7,Heather Fm. Top,-2535,2560,1
30/6-7,DUNLIN GP. Top,-2761,2786,1
30/6-7,Amundsen Fm. Top,-2998,3023,1
30/6-7,Cook Fm. Top,-2950,2975,1
30/6-7,Drake Fm. Top,-2761,2786,1
30/6-7,SHETLAND GP. Top,-2265,2290,1
30/6-7,Jorsalfare Fm. Top,-2265,2290,1
30/6-7,Kyrre Fm. Top,-2335,2360,1
30/6-7,ROGALAND GP. Top,-1985,2010,1
30/6-7,Balder Fm. Top,-1985,2010,1
30/6-7,Lista Fm. Top,-2167,2192,1
30/6-7,Sele Fm. Top,-2058,2083,1
30/6-7,Vaale Fm. Top,-2247,2272,1
30/6-7,NORDLAND GP. Top,-114,139,1
30/6-7,Utsira Fm. Top,-679,704,1
30/6-7,Etive Fm. Top,-2702,2727,1
30/6-7,Ness Fm. Top,-2621,2646,1
30/6-7,Oseberg Fm. Top,-2714,2739,1
30/6-7,Rannoch Fm. Top,-2712,2737,1
30/6-7,Tarbert Fm. Top,-2607,2632,1
30/6-7,HORDALAND GP. Top,-868,893,1
30/6-8,BAAT GP. Top,-2999,3024,1
30/6-8,Statfjord Fm. Top,-3507,3532,1
30/6-8,VIKING GP. Top,-2355,2380,1
30/6-8,Draupne Fm. Top,-2355,2380,1
30/6-8,Heather Fm. Top,-2421,2446,1
30/6-8,CROMER KNOLL GP. Top,-2279,2304,1
30/6-8,DUNLIN GP. Top,-3146,3171,1
30/6-8,Amundsen Fm. Top,-3446,3471,1
30/6-8,Burton Fm. Top,-3380,3405,1
30/6-8,Cook Fm. Top,-3325,3350,1
30/6-8,Drake Fm. Top,-3146,3171,1
30/6-8,SHETLAND GP. Top,-2177,2202,1
30/6-8,ROGALAND GP. Top,-1891,1916,1
30/6-8,Balder Fm. Top,-1891,1916,1
30/6-8,Lista Fm. Top,-2081,2106,1
30/6-8,Sele Fm. Top,-1977,2002,1
30/6-8,Vaale Fm. Top,-2161,2186,1
30/6-8,NORDLAND GP. Top,-121,146,1
30/6-8,Utsira Fm. Top,-650,675,1
30/6-8,Etive Fm. Top,-3110,3135,1
30/6-8,Ness Fm. Top,-3042,3067,1
30/6-8,Tarbert Fm. Top,-2999,3024,1
30/6-8,HORDALAND GP. Top,-838,863,1
30/6-9,BAAT GP. Top,-2433,2458,1
30/6-9,Statfjord Fm. Top,-3021,3046,1
30/6-9,Nansen Mb. Top,-3021,3046,1
30/6-9,Eiriksson Mb. Top,-3201,3226,1
30/6-9,Raude Mb. Top,-3309,3334,1
30/6-9,HEGRE GP. Top,-3364,3389,1
30/6-9,Lunde Fm. Top,-3364,3389,1
30/6-9,VIKING GP. Top,-2398,2423,1
30/6-9,Heather Fm. Top,-2398,2423,1
30/6-9,DUNLIN GP. Top,-2595,2620,1
30/6-9,Amundsen Fm. Top,-2939,2964,1
30/6-9,Burton Fm. Top,-2853,2878,1
30/6-9,Cook Fm. Top,-2796,2821,1
30/6-9,Drake Fm. Top,-2595,2620,1
30/6-9,SHETLAND GP. Top,-2254,2279,1
30/6-9,ROGALAND GP. Top,-1976,2001,1
30/6-9,Balder Fm. Top,-1976,2001,1
30/6-9,Lista Fm. Top,-2150,2175,1
30/6-9,Sele Fm. Top,-2048,2073,1
30/6-9,Vaale Fm. Top,-2240,2265,1
30/6-9,NORDLAND GP. Top,-107,132,1
30/6-9,Utsira Fm. Top,-626,651,1
30/6-9,Etive Fm. Top,-2529,2554,1
30/6-9,Ness Fm. Top,-2433,2458,1
30/6-9,HORDALAND GP. Top,-837,862,1
30/6-9 R,BAAT GP. Top,-2435,2458,1
30/6-9 R,Statfjord Fm. Top,-3023,3046,1
30/6-9 R,Nansen Mb. Top,-3023,3046,1
30/6-9 R,Eiriksson Mb. Top,-3203,3226,1
30/6-9 R,Raude Mb. Top,-3311,3334,1
30/6-9 R,HEGRE GP. Top,-3366,3389,1
30/6-9 R,Lunde Fm. Top,-3366,3389,1
30/6-9 R,VIKING GP. Top,-2400,2423,1
30/6-9 R,Heather Fm. Top,-2400,2423,1
30/6-9 R,DUNLIN GP. Top,-2597,2620,1
30/6-9 R,Amundsen Fm. Top,-2941,2964,1
30/6-9 R,Burton Fm. Top,-2855,2878,1
30/6-9 R,Cook Fm. Top,-2798,2821,1
30/6-9 R,Drake Fm. Top,-2597,2620,1
30/6-9 R,SHETLAND GP. Top,-2256,2279,1
30/6-9 R,ROGALAND GP. Top,-1978,2001,1
30/6-9 R,Balder Fm. Top,-1978,2001,1
30/6-9 R,Lista Fm. Top,-2152,2175,1
30/6-9 R,Sele Fm. Top,-2050,2073,1
30/6-9 R,Vaale Fm. Top,-2242,2265,1
30/6-9 R,NORDLAND GP. Top,-109,132,1
30/6-9 R,Utsira Fm. Top,-628,651,1
30/6-9 R,Etive Fm. Top,-2531,2554,1
30/6-9 R,Ness Fm. Top,-2435,2458,1
30/6-9 R,HORDALAND GP. Top,-839,862,1
30/7-1,NORDLAND GP. Top,-108,132,1
30/7-1,Utsira Fm. Top,-256,280,1
30/7-2,SHETLAND GP. Top,-2347,2371,1
30/7-2,Jorsalfare Fm. Top,-2347,2371,1
30/7-2,ROGALAND GP. Top,-1885,1909,1
30/7-2,Balder Fm. Top,-1885,1909,1
30/7-2,Lista Fm. Top,-2064,2088,1
30/7-2,Sele Fm. Top,-1909,1933,1
30/7-2,Sele Fm. Top,-2001,2025,2
30/7-2,Vaale Fm. Top,-2326,2350,1
30/7-2,NORDLAND GP. Top,-110,134,1
30/7-2,Utsira Fm. Top,-253,277,1
30/7-2,HORDALAND GP. Top,-836,860,1
30/7-2,Frigg Fm. Top,-1724,1748,1
30/7-3,Grid Fm. Top,-1969,1994,1
30/7-3,Grid Fm. Top,-2037,2062,2
30/7-3,CROMER KNOLL GP. Top,-3813,3838,1
30/7-3,Roedby Fm. Top,-3813,3838,1
30/7-3,SHETLAND GP. Top,-2514,2539,1
30/7-3,Blodoeks Fm. Top,-3608,3633,1
30/7-3,Ekofisk Fm. Top,-2514,2539,1
30/7-3,Jorsalfare Fm. Top,-2517,2542,1
30/7-3,Kyrre Fm. Top,-2797,2822,1
30/7-3,Svarte Fm. Top,-3640,3665,1
30/7-3,Tryggvason Fm. Top,-3450,3475,1
30/7-3,ROGALAND GP. Top,-2089,2114,1
30/7-3,Balder Fm. Top,-2089,2114,1
30/7-3,Balder Fm. Top,-2150,2175,2
30/7-3,Lista Fm. Top,-2361,2386,1
30/7-3,Sele Fm. Top,-2155,2180,1
30/7-3,Sele Fm. Top,-2255,2280,2
30/7-3,Vaale Fm. Top,-2422,2447,1
30/7-3,Intra Balder Fm. Sst. Top,-2118,2143,1
30/7-3,NORDLAND GP. Top,-99,124,1
30/7-3,Utsira Fm. Top,-421,446,1
30/7-3,HORDALAND GP. Top,-754,779,1
30/7-3,Skade Fm. Top,-754,779,1
30/7-4,NORDLAND GP. Top,-116,141,1
30/7-5,NORDLAND GP. Top,-117,141,2
30/7-7,Grid Fm. Top,-2101,2126,1
30/7-7,Statfjord Fm. Top,-4859,4884,1
30/7-7,VIKING GP. Top,-3853,3878,1
30/7-7,Draupne Fm. Top,-3853,3878,1
30/7-7,Heather Fm. Top,-3899,3924,1
30/7-7,CROMER KNOLL GP. Top,-3845,3870,1
30/7-7,Roedby Fm. Top,-3845,3870,1
30/7-7,DUNLIN GP. Top,-4710,4735,1
30/7-7,Burton Fm. Top,-4776,4801,1
30/7-7,Cook Fm. Top,-4710,4735,1
30/7-7,SHETLAND GP. Top,-2510,2535,1
30/7-7,Blodoeks Fm. Top,-3606,3631,1
30/7-7,Ekofisk Fm. Top,-2510,2535,1
30/7-7,Jorsalfare Fm. Top,-2513,2538,1
30/7-7,Kyrre Fm. Top,-2780,2805,1
30/7-7,Svarte Fm. Top,-3630,3655,1
30/7-7,Tryggvason Fm. Top,-3544,3569,1
30/7-7,ROGALAND GP. Top,-2125,2150,1
30/7-7,Balder Fm. Top,-2125,2150,1
30/7-7,Heimdal Fm. Top,-2366,2391,1
30/7-7,Lista Fm. Top,-2340,2365,1
30/7-7,Lista Fm. Top,-2379,2404,2
30/7-7,Sele Fm. Top,-2184,2209,1
30/7-7,Sele Fm. Top,-2266,2291,2
30/7-7,Sele Fm. Top,-2295,2320,3
30/7-7,Vaale Fm. Top,-2427,2452,1
30/7-7,NORDLAND GP. Top,-110,135,1
30/7-7,Utsira Fm. Top,-277,302,1
30/7-7,HORDALAND GP. Top,-776,801,1
30/7-7,Skade Fm. Top,-776,801,1
30/7-8,BAAT GP. Top,-4041,4066,1
30/7-8,VIKING GP. Top,-3782,3807,1
30/7-8,Draupne Fm. Top,-3782,3807,1
30/7-8,CROMER KNOLL GP. Top,-3774,3799,1
30/7-8,SHETLAND GP. Top,-2303,2328,1
30/7-8,ROGALAND GP. Top,-1902,1927,1
30/7-8,Balder Fm. Top,-1902,1927,1
30/7-8,Heimdal Fm. Top,-1995,2020,1
30/7-8,Lista Fm. Top,-2065,2090,1
30/7-8,Sele Fm. Top,-1927,1952,1
30/7-8,Vaale Fm. Top,-2250,2275,1
30/7-8,NORDLAND GP. Top,-103,128,1
30/7-8,Utsira Fm. Top,-253,278,1
30/7-8,HORDALAND GP. Top,-945,970,1
30/7-8,Frigg Fm. Top,-1757,1782,1
30/7-8 R,BAAT GP. Top,-4041,4066,1
30/7-8 R,VIKING GP. Top,-3782,3807,1
30/7-8 R,Draupne Fm. Top,-3782,3807,1
30/7-8 R,CROMER KNOLL GP. Top,-3774,3799,1
30/7-8 R,SHETLAND GP. Top,-2303,2328,1
30/7-8 R,ROGALAND GP. Top,-1902,1927,1
30/7-8 R,Balder Fm. Top,-1902,1927,1
30/7-8 R,Heimdal Fm. Top,-1995,2020,1
30/7-8 R,Lista Fm. Top,-2065,2090,1
30/7-8 R,Sele Fm. Top,-1927,1952,1
30/7-8 R,Vaale Fm. Top,-2250,2275,1
30/7-8 R,NORDLAND GP. Top,-103,128,1
30/7-8 R,Utsira Fm. Top,-253,278,1
30/7-8 R,HORDALAND GP. Top,-945,970,1
30/7-8 R,Frigg Fm. Top,-1757,1782,1
30/8-1 S,Skade Mb. Top,-932,958,1
30/8-1 S,Grid Mb. Top,-1391,1417,1
30/8-1 S,Hardraade Mb. Top,-2418,2444,1
30/8-1 S,VIKING GP. Top,-3335,3361,1
30/8-1 S,Heather Fm. Top,-3335,3361,1
30/8-1 S,DUNLIN GP. Top,-4097,4123,1
30/8-1 S,Amundsen Fm. Top,-4530,4556,1
30/8-1 S,Burton Fm. Top,-4438,4464,1
30/8-1 S,Cook Fm. Top,-4424,4450,1
30/8-1 S,Drake Fm. Top,-4097,4123,1
30/8-1 S,SHETLAND GP. Top,-2418,2444,1
30/8-1 S,Blodoeks Fm. Top,-3197,3223,1
30/8-1 S,Jorsalfare Fm. Top,-2446,2472,1
30/8-1 S,Kyrre Fm. Top,-2699,2725,1
30/8-1 S,Svarte Fm. Top,-3217,3243,1
30/8-1 S,ROGALAND GP. Top,-2074,2100,1
30/8-1 S,Balder Fm. Top,-2074,2100,1
30/8-1 S,Lista Fm. Top,-2234,2260,1
30/8-1 S,Sele Fm. Top,-2148,2174,1
30/8-1 S,Vaale Fm. Top,-2384,2410,1
30/8-1 S,NORDLAND GP. Top,-96,122,1
30/8-1 S,Utsira Fm. Top,-631,657,1
30/8-1 S,BRENT GP. Top,-3407,3433,1
30/8-1 S,Ness Fm. Top,-3748,3774,1
30/8-1 S,Tarbert Fm. Top,-3407,3433,1
30/8-1 S,HORDALAND GP. Top,-932,958,1
30/8-1 SR,Grid Fm. Top,-1391,1417,1
30/8-1 SR,BAAT GP. Top,-3407,3433,1
30/8-1 SR,VIKING GP. Top,-3335,3361,1
30/8-1 SR,Heather Fm. Top,-3335,3361,1
30/8-1 SR,DUNLIN GP. Top,-4097,4123,1
30/8-1 SR,Amundsen Fm. Top,-4530,4556,1
30/8-1 SR,Burton Fm. Top,-4438,4464,1
30/8-1 SR,Cook Fm. Top,-4424,4450,1
30/8-1 SR,Drake Fm. Top,-4097,4123,1
30/8-1 SR,SHETLAND GP. Top,-2418,2444,1
30/8-1 SR,Blodoeks Fm. Top,-3197,3223,1
30/8-1 SR,Jorsalfare Fm. Top,-2446,2472,1
30/8-1 SR,Kyrre Fm. Top,-2699,2725,1
30/8-1 SR,Svarte Fm. Top,-3217,3243,1
30/8-1 SR,ROGALAND GP. Top,-2074,2100,1
30/8-1 SR,Balder Fm. Top,-2074,2100,1
30/8-1 SR,Lista Fm. Top,-2234,2260,1
30/8-1 SR,Hardraade Fm. Top,-2418,2444,1
30/8-1 SR,Sele Fm. Top,-2148,2174,1
30/8-1 SR,Vaale Fm. Top,-2384,2410,1
30/8-1 SR,NORDLAND GP. Top,-96,122,1
30/8-1 SR,Utsira Fm. Top,-631,657,1
30/8-1 SR,Ness Fm. Top,-3748,3774,1
30/8-1 SR,Tarbert Fm. Top,-3407,3433,1
30/8-1 SR,HORDALAND GP. Top,-932,958,1
30/8-1 SR,Skade Fm. Top,-932,958,1
30/8-2,Grid Fm. Top,-1463,1485,1
30/8-2,SHETLAND GP. Top,-2339,2361,1
30/8-2,Jorsalfare Fm. Top,-2339,2361,1
30/8-2,ROGALAND GP. Top,-1977,1999,1
30/8-2,Balder Fm. Top,-1977,1999,1
30/8-2,Lista Fm. Top,-2127,2149,1
30/8-2,Sele Fm. Top,-2033,2055,1
30/8-2,Sele Fm. Top,-2116,2138,2
30/8-2,Vaale Fm. Top,-2298,2320,1
30/8-2,NORDLAND GP. Top,-99,121,1
30/8-2,Utsira Fm. Top,-618,640,1
30/8-2,HORDALAND GP. Top,-796,818,1
30/8-2,Skade Fm. Top,-796,818,1
30/8-3,Grid Fm. Top,-1515.72,1538,1
30/8-3,BAAT GP. Top,-3229.06,3252,1
30/8-3,VIKING GP. Top,-3169.08,3192,1
30/8-3,Draupne Fm. Top,-3169.08,3192,1
30/8-3,Heather Fm. Top,-3174.08,3197,1
30/8-3,CROMER KNOLL GP. Top,-3166.08,3189,1
