,SitID,Formation,MD,Quality,UWI,DATUM,GL,EREF,UNIT,datum,UWI (AGS),TVDSS
20966,117829,9500,210.5,1,AA/09-09-089-15W4/0,508.58,505.38,508.58,M,508.58,0894150909AA0,298.08
20967,117829,10000,212.5,1,AA/09-09-089-15W4/0,508.58,505.38,508.58,M,508.58,0894150909AA0,296.08
20968,117829,11000,216.0,3,AA/09-09-089-15W4/0,508.58,505.38,508.58,M,508.58,0894150909AA0,292.58
20969,117829,12000,224.0,1,AA/09-09-089-15W4/0,508.58,505.38,508.58,M,508.58,0894150909AA0,284.58
20970,117829,13000,224.0,1,AA/09-09-089-15W4/0,508.58,505.38,508.58,M,508.58,0894150909AA0,284.58
20971,117829,14000,250.0,1,AA/09-09-089-15W4/0,508.58,505.38,508.58,M,508.58,0894150909AA0,258.58
20973,117830,2000,141.0,1,AA/10-11-089-15W4/0,500.5,497.5,500.5,M,500.5,0894151110AA0,359.5
20974,117830,3000,169.0,2,AA/10-11-089-15W4/0,500.5,497.5,500.5,M,500.5,0894151110AA0,331.5
20976,117830,5000,182.0,1,AA/10-11-089-15W4/0,500.5,497.5,500.5,M,500.5,0894151110AA0,318.5
20977,117830,6000,185.0,2,AA/10-11-089-15W4/0,500.5,497.5,500.5,M,500.5,0894151110AA0,315.5
20979,117830,9000,194.0,1,AA/10-11-089-15W4/0,500.5,497.5,500.5,M,500.5,0894151110AA0,306.5
20980,117830,9500,194.0,1,AA/10-11-089-15W4/0,500.5,497.5,500.5,M,500.5,0894151110AA0,306.5
20981,117830,10000,196.0,1,AA/10-11-089-15W4/0,500.5,497.5,500.5,M,500.5,0894151110AA0,304.5
20982,117830,11000,199.0,3,AA/10-11-089-15W4/0,500.5,497.5,500.5,M,500.5,0894151110AA0,301.5
20983,117830,12000,209.0,2,AA/10-11-089-15W4/0,500.5,497.5,500.5,M,500.5,0894151110AA0,291.5
20984,117830,13000,209.0,2,AA/10-11-089-15W4/0,500.5,497.5,500.5,M,500.5,0894151110AA0,291.5
20985,117830,14000,227.0,1,AA/10-11-089-15W4/0,500.5,497.5,500.5,M,500.5,0894151110AA0,273.5
20987,117831,2000,124.0,1,AA/10-26-089-15W4/0,479.61,476.41,479.61,M,479.61,0894152610AA0,355.61
20988,117831,3000,151.0,1,AA/10-26-089-15W4/0,479.61,476.41,479.61,M,479.61,0894152610AA0,328.61
20990,117831,5000,163.0,1,AA/10-26-089-15W4/0,479.61,476.41,479.61,M,479.61,0894152610AA0,316.61
20991,117831,6000,165.0,2,AA/10-26-089-15W4/0,479.61,476.41,479.61,M,479.61,0894152610AA0,314.61
20993,117831,9000,175.8,1,AA/10-26-089-15W4/0,479.61,476.41,479.61,M,479.61,0894152610AA0,303.81
20994,117831,9500,175.8,1,AA/10-26-089-15W4/0,479.61,476.41,479.61,M,479.61,0894152610AA0,303.81
20995,117831,10000,178.0,1,AA/10-26-089-15W4/0,479.61,476.41,479.61,M,479.61,0894152610AA0,301.61
20996,117831,11000,181.0,3,AA/10-26-089-15W4/0,479.61,476.41,479.61,M,479.61,0894152610AA0,298.61
20997,117831,12000,194.0,3,AA/10-26-089-15W4/0,479.61,476.41,479.61,M,479.61,0894152610AA0,285.61
20998,117831,13000,194.0,3,AA/10-26-089-15W4/0,479.61,476.41,479.61,M,479.61,0894152610AA0,285.61
20999,117831,14000,199.0,1,AA/10-26-089-15W4/0,479.61,476.41,479.61,M,479.61,0894152610AA0,280.61
21001,117834,2000,158.0,1,AA/10-11-089-16W4/0,512.8,509.6,512.8,M,512.8,0894161110AA0,354.79999999999995
21002,117834,3000,186.0,2,AA/10-11-089-16W4/0,512.8,509.6,512.8,M,512.8,0894161110AA0,326.79999999999995
21004,117834,5000,197.5,1,AA/10-11-089-16W4/0,512.8,509.6,512.8,M,512.8,0894161110AA0,315.29999999999995
21005,117834,6000,198.5,2,AA/10-11-089-16W4/0,512.8,509.6,512.8,M,512.8,0894161110AA0,314.29999999999995
21007,117834,9000,210.0,1,AA/10-11-089-16W4/0,512.8,509.6,512.8,M,512.8,0894161110AA0,302.79999999999995
21008,117834,9500,210.0,1,AA/10-11-089-16W4/0,512.8,509.6,512.8,M,512.8,0894161110AA0,302.79999999999995
21009,117834,10000,212.0,1,AA/10-11-089-16W4/0,512.8,509.6,512.8,M,512.8,0894161110AA0,300.79999999999995
21010,117834,11000,216.0,3,AA/10-11-089-16W4/0,512.8,509.6,512.8,M,512.8,0894161110AA0,296.79999999999995
21011,117834,12000,219.0,1,AA/10-11-089-16W4/0,512.8,509.6,512.8,M,512.8,0894161110AA0,293.79999999999995
21012,117834,13000,219.0,1,AA/10-11-089-16W4/0,512.8,509.6,512.8,M,512.8,0894161110AA0,293.79999999999995
21013,117834,14000,245.5,1,AA/10-11-089-16W4/0,512.8,509.6,512.8,M,512.8,0894161110AA0,267.29999999999995
21015,117835,2000,132.0,1,AA/10-26-089-16W4/0,484.09,480.8,484.09,M,484.09,0894162610AA0,352.09
21016,117835,3000,160.0,2,AA/10-26-089-16W4/0,484.09,480.8,484.09,M,484.09,0894162610AA0,324.09
21018,117835,5000,171.0,1,AA/10-26-089-16W4/0,484.09,480.8,484.09,M,484.09,0894162610AA0,313.09
21019,117835,6000,171.0,2,AA/10-26-089-16W4/0,484.09,480.8,484.09,M,484.09,0894162610AA0,313.09
21021,117835,9000,183.5,1,AA/10-26-089-16W4/0,484.09,480.8,484.09,M,484.09,0894162610AA0,300.59
21022,117835,9500,183.5,1,AA/10-26-089-16W4/0,484.09,480.8,484.09,M,484.09,0894162610AA0,300.59
21023,117835,10000,185.0,1,AA/10-26-089-16W4/0,484.09,480.8,484.09,M,484.09,0894162610AA0,299.09
21024,117835,11000,190.0,3,AA/10-26-089-16W4/0,484.09,480.8,484.09,M,484.09,0894162610AA0,294.09
21025,117835,12000,192.5,3,AA/10-26-089-16W4/0,484.09,480.8,484.09,M,484.09,0894162610AA0,291.59
21026,117835,13000,192.5,3,AA/10-26-089-16W4/0,484.09,480.8,484.09,M,484.09,0894162610AA0,291.59
21027,117835,14000,217.5,1,AA/10-26-089-16W4/0,484.09,480.8,484.09,M,484.09,0894162610AA0,266.59
21029,117838,2000,126.0,1,00/10-12-089-18W4/0,479.25,476.25,479.25,M,479.25,0894181210000,353.25
21030,117838,3000,154.5,2,00/10-12-089-18W4/0,479.25,476.25,479.25,M,479.25,0894181210000,324.75
21032,117838,5000,165.0,1,00/10-12-089-18W4/0,479.25,476.25,479.25,M,479.25,0894181210000,314.25
21033,117838,6000,165.0,2,00/10-12-089-18W4/0,479.25,476.25,479.25,M,479.25,0894181210000,314.25
21035,117838,9000,176.8,1,00/10-12-089-18W4/0,479.25,476.25,479.25,M,479.25,0894181210000,302.45
21036,117838,9500,176.8,1,00/10-12-089-18W4/0,479.25,476.25,479.25,M,479.25,0894181210000,302.45
21037,117838,10000,178.0,1,00/10-12-089-18W4/0,479.25,476.25,479.25,M,479.25,0894181210000,301.25
21038,117838,11000,180.0,3,00/10-12-089-18W4/0,479.25,476.25,479.25,M,479.25,0894181210000,299.25
21039,117838,12000,182.5,3,00/10-12-089-18W4/0,479.25,476.25,479.25,M,479.25,0894181210000,296.75
21040,117838,13000,182.5,3,00/10-12-089-18W4/0,479.25,476.25,479.25,M,479.25,0894181210000,296.75
21041,117838,14000,184.0,1,00/10-12-089-18W4/0,479.25,476.25,479.25,M,479.25,0894181210000,295.25
21043,117839,2000,154.0,1,00/06-19-089-18W4/0,491.7,488.7,491.7,M,491.7,0894181906000,337.7
21044,117839,3000,183.5,1,00/06-19-089-18W4/0,491.7,488.7,491.7,M,491.7,0894181906000,308.2
21045,117839,4000,190.0,1,00/06-19-089-18W4/0,491.7,488.7,491.7,M,491.7,0894181906000,301.7
21046,117839,5000,195.0,1,00/06-19-089-18W4/0,491.7,488.7,491.7,M,491.7,0894181906000,296.7
21047,117839,6000,195.0,2,00/06-19-089-18W4/0,491.7,488.7,491.7,M,491.7,0894181906000,296.7
21049,117839,9000,201.0,2,00/06-19-089-18W4/0,491.7,488.7,491.7,M,491.7,0894181906000,290.7
21050,117839,9500,201.0,2,00/06-19-089-18W4/0,491.7,488.7,491.7,M,491.7,0894181906000,290.7
21051,117839,10000,202.0,1,00/06-19-089-18W4/0,491.7,488.7,491.7,M,491.7,0894181906000,289.7
21052,117839,11000,205.0,1,00/06-19-089-18W4/0,491.7,488.7,491.7,M,491.7,0894181906000,286.7
21053,117839,12000,208.5,2,00/06-19-089-18W4/0,491.7,488.7,491.7,M,491.7,0894181906000,283.2
21054,117839,13000,208.5,2,00/06-19-089-18W4/0,491.7,488.7,491.7,M,491.7,0894181906000,283.2
21055,117839,14000,217.0,1,00/06-19-089-18W4/0,491.7,488.7,491.7,M,491.7,0894181906000,274.7
21057,117844,2000,177.0,1,00/03-18-089-19W4/0,504.11,504.11,507.31,M,507.31,0894191803000,330.31
21058,117844,3000,209.0,2,00/03-18-089-19W4/0,504.11,504.11,507.31,M,507.31,0894191803000,298.31
21059,117844,4000,215.0,1,00/03-18-089-19W4/0,504.11,504.11,507.31,M,507.31,0894191803000,292.31
21060,117844,5000,221.0,2,00/03-18-089-19W4/0,504.11,504.11,507.31,M,507.31,0894191803000,286.31
21061,117844,6000,221.0,2,00/03-18-089-19W4/0,504.11,504.11,507.31,M,507.31,0894191803000,286.31
21065,117844,10000,225.0,2,00/03-18-089-19W4/0,504.11,504.11,507.31,M,507.31,0894191803000,282.31
21066,117844,11000,227.0,1,00/03-18-089-19W4/0,504.11,504.11,507.31,M,507.31,0894191803000,280.31
21067,117844,12000,231.5,3,00/03-18-089-19W4/0,504.11,504.11,507.31,M,507.31,0894191803000,275.81
21068,117844,13000,231.5,3,00/03-18-089-19W4/0,504.11,504.11,507.31,M,507.31,0894191803000,275.81
21069,117844,14000,261.0,1,00/03-18-089-19W4/0,504.11,504.11,507.31,M,507.31,0894191803000,246.31
21071,117845,2000,191.0,1,00/06-31-089-19W4/0,517.4,517.4,521.0,M,521.0,0894193106000,330.0
21072,117845,3000,222.0,1,00/06-31-089-19W4/0,517.4,517.4,521.0,M,521.0,0894193106000,299.0
21073,117845,4000,227.0,1,00/06-31-089-19W4/0,517.4,517.4,521.0,M,521.0,0894193106000,294.0
21074,117845,5000,232.5,1,00/06-31-089-19W4/0,517.4,517.4,521.0,M,521.0,0894193106000,288.5
21075,117845,6000,232.5,1,00/06-31-089-19W4/0,517.4,517.4,521.0,M,521.0,0894193106000,288.5
21079,117845,10000,237.0,2,00/06-31-089-19W4/0,517.4,517.4,521.0,M,521.0,0894193106000,284.0
21080,117845,11000,238.5,3,00/06-31-089-19W4/0,517.4,517.4,521.0,M,521.0,0894193106000,282.5
21081,117845,12000,243.0,3,00/06-31-089-19W4/0,517.4,517.4,521.0,M,521.0,0894193106000,278.0
21082,117845,13000,243.0,3,00/06-31-089-19W4/0,517.4,517.4,521.0,M,521.0,0894193106000,278.0
21083,117845,14000,254.8,1,00/06-31-089-19W4/0,517.4,517.4,521.0,M,521.0,0894193106000,266.2
21085,117847,2000,186.0,1,AA/06-11-089-20W4/0,512.6,512.6,516.91,M,516.91,0894201106AA0,330.90999999999997
21086,117847,3000,216.0,1,AA/06-11-089-20W4/0,512.6,512.6,516.91,M,516.91,0894201106AA0,300.90999999999997
21087,117847,4000,221.5,1,AA/06-11-089-20W4/0,512.6,512.6,516.91,M,516.91,0894201106AA0,295.40999999999997
21088,117847,5000,228.0,3,AA/06-11-089-20W4/0,512.6,512.6,516.91,M,516.91,0894201106AA0,288.90999999999997
21089,117847,6000,228.0,3,AA/06-11-089-20W4/0,512.6,512.6,516.91,M,516.91,0894201106AA0,288.90999999999997
21093,117847,10000,231.0,2,AA/06-11-089-20W4/0,512.6,512.6,516.91,M,516.91,0894201106AA0,285.90999999999997
21094,117847,11000,232.0,3,AA/06-11-089-20W4/0,512.6,512.6,516.91,M,516.91,0894201106AA0,284.90999999999997
21097,117847,14000,242.0,1,AA/06-11-089-20W4/0,512.6,512.6,516.91,M,516.91,0894201106AA0,274.90999999999997
21099,117852,2000,196.9,1,00/06-07-089-21W4/0,511.15,511.15,513.283,M,513.283,0894210706000,316.38300000000004
21100,117852,3000,226.16,1,00/06-07-089-21W4/0,511.15,511.15,513.283,M,513.283,0894210706000,287.12300000000005
21101,117852,4000,231.65,1,00/06-07-089-21W4/0,511.15,511.15,513.283,M,513.283,0894210706000,281.63300000000004
21111,117852,14000,238.96,1,00/06-07-089-21W4/0,511.15,511.15,513.283,M,513.283,0894210706000,274.323
21112,117874,1000,107.9,1,00/10-13-089-24W4/0,508.65,508.65,512.003,M,512.003,0894241310000,404.10300000000007
21113,117874,2000,226.77,1,00/10-13-089-24W4/0,508.65,508.65,512.003,M,512.003,0894241310000,285.23300000000006
21114,117874,3000,259.08,2,00/10-13-089-24W4/0,508.65,508.65,512.003,M,512.003,0894241310000,252.92300000000006
21125,117874,14000,270.05,1,00/10-13-089-24W4/0,508.65,508.65,512.003,M,512.003,0894241310000,241.95300000000003
21126,117877,1000,243.0,2,00/06-11-089-25W4/0,617.98,617.98,621.5,M,621.5,0894251106000,378.5
21127,117877,2000,361.5,1,00/06-11-089-25W4/0,617.98,617.98,621.5,M,621.5,0894251106000,260.0
21128,117877,3000,398.0,2,00/06-11-089-25W4/0,617.98,617.98,621.5,M,621.5,0894251106000,223.5
21139,117877,14000,413.0,1,00/06-11-089-25W4/0,617.98,617.98,621.5,M,621.5,0894251106000,208.5
21140,117878,1000,224.33,2,00/07-14-089-25W4/0,597.7130000000001,597.7130000000001,601.066,M,601.066,0894251407000,376.736
21143,117878,4000,371.86,1,00/07-14-089-25W4/0,597.7130000000001,597.7130000000001,601.066,M,601.066,0894251407000,229.20600000000002
21153,117878,14000,384.05,1,00/07-14-089-25W4/0,597.7130000000001,597.7130000000001,601.066,M,601.066,0894251407000,217.01600000000002
21183,118062,2000,91.0,1,AA/10-11-090-07W4/0,461.1,460.1,461.1,M,461.1,0904071110AA0,370.1
21184,118062,3000,112.0,1,AA/10-11-090-07W4/0,461.1,460.1,461.1,M,461.1,0904071110AA0,349.1
21186,118062,5000,128.0,2,AA/10-11-090-07W4/0,461.1,460.1,461.1,M,461.1,0904071110AA0,333.1
21188,118062,7000,137.0,1,AA/10-11-090-07W4/0,461.1,460.1,461.1,M,461.1,0904071110AA0,324.1
21189,118062,9000,144.0,3,AA/10-11-090-07W4/0,461.1,460.1,461.1,M,461.1,0904071110AA0,317.1
21190,118062,9500,144.0,3,AA/10-11-090-07W4/0,461.1,460.1,461.1,M,461.1,0904071110AA0,317.1
21191,118062,10000,146.0,1,AA/10-11-090-07W4/0,461.1,460.1,461.1,M,461.1,0904071110AA0,315.1
21192,118062,11000,149.0,1,AA/10-11-090-07W4/0,461.1,460.1,461.1,M,461.1,0904071110AA0,312.1
21193,118062,12000,149.0,1,AA/10-11-090-07W4/0,461.1,460.1,461.1,M,461.1,0904071110AA0,312.1
21194,118062,13000,149.0,1,AA/10-11-090-07W4/0,461.1,460.1,461.1,M,461.1,0904071110AA0,312.1
21195,118062,14000,186.0,1,AA/10-11-090-07W4/0,461.1,460.1,461.1,M,461.1,0904071110AA0,275.1
21239,118113,2000,63.0,1,AA/04-11-090-08W4/0,434.2,434.2,0.0,M,434.2,0904081104AA0,371.2
21240,118113,3000,84.0,1,AA/04-11-090-08W4/0,434.2,434.2,0.0,M,434.2,0904081104AA0,350.2
21242,118113,5000,99.0,1,AA/04-11-090-08W4/0,434.2,434.2,0.0,M,434.2,0904081104AA0,335.2
21244,118113,7000,105.0,1,AA/04-11-090-08W4/0,434.2,434.2,0.0,M,434.2,0904081104AA0,329.2
21245,118113,9000,112.0,2,AA/04-11-090-08W4/0,434.2,434.2,0.0,M,434.2,0904081104AA0,322.2
21246,118113,9500,112.0,2,AA/04-11-090-08W4/0,434.2,434.2,0.0,M,434.2,0904081104AA0,322.2
21247,118113,10000,113.5,1,AA/04-11-090-08W4/0,434.2,434.2,0.0,M,434.2,0904081104AA0,320.7
21248,118113,11000,117.0,1,AA/04-11-090-08W4/0,434.2,434.2,0.0,M,434.2,0904081104AA0,317.2
21249,118113,12000,117.0,1,AA/04-11-090-08W4/0,434.2,434.2,0.0,M,434.2,0904081104AA0,317.2
21250,118113,13000,117.0,1,AA/04-11-090-08W4/0,434.2,434.2,0.0,M,434.2,0904081104AA0,317.2
21251,118113,14000,200.0,1,AA/04-11-090-08W4/0,434.2,434.2,0.0,M,434.2,0904081104AA0,234.2
21281,118135,2000,25.6,2,AA/11-14-090-09W4/0,370.332,369.11300000000006,370.332,M,370.332,0904091411AA0,344.73199999999997
21282,118135,3000,46.63,1,AA/11-14-090-09W4/0,370.332,369.11300000000006,370.332,M,370.332,0904091411AA0,323.702
21284,118135,5000,62.48,1,AA/11-14-090-09W4/0,370.332,369.11300000000006,370.332,M,370.332,0904091411AA0,307.852
21286,118135,7000,68.88,1,AA/11-14-090-09W4/0,370.332,369.11300000000006,370.332,M,370.332,0904091411AA0,301.452
21287,118135,9000,74.98,2,AA/11-14-090-09W4/0,370.332,369.11300000000006,370.332,M,370.332,0904091411AA0,295.352
21288,118135,9500,74.98,2,AA/11-14-090-09W4/0,370.332,369.11300000000006,370.332,M,370.332,0904091411AA0,295.352
21289,118135,10000,77.11,1,AA/11-14-090-09W4/0,370.332,369.11300000000006,370.332,M,370.332,0904091411AA0,293.222
21290,118135,11000,80.47,1,AA/11-14-090-09W4/0,370.332,369.11300000000006,370.332,M,370.332,0904091411AA0,289.86199999999997
21291,118135,12000,80.47,1,AA/11-14-090-09W4/0,370.332,369.11300000000006,370.332,M,370.332,0904091411AA0,289.86199999999997
21292,118135,13000,80.47,1,AA/11-14-090-09W4/0,370.332,369.11300000000006,370.332,M,370.332,0904091411AA0,289.86199999999997
21293,118135,14000,134.42,1,AA/11-14-090-09W4/0,370.332,369.11300000000006,370.332,M,370.332,0904091411AA0,235.912
21295,118143,2000,56.69,1,AA/11-24-090-09W4/0,404.531,403.311,404.531,M,404.531,0904092411AA0,347.841
21296,118143,3000,79.25,1,AA/11-24-090-09W4/0,404.531,403.311,404.531,M,404.531,0904092411AA0,325.281
21298,118143,5000,93.88,1,AA/11-24-090-09W4/0,404.531,403.311,404.531,M,404.531,0904092411AA0,310.651
21300,118143,7000,99.97,1,AA/11-24-090-09W4/0,404.531,403.311,404.531,M,404.531,0904092411AA0,304.56100000000004
21301,118143,9000,106.68,1,AA/11-24-090-09W4/0,404.531,403.311,404.531,M,404.531,0904092411AA0,297.851
21302,118143,9500,106.68,1,AA/11-24-090-09W4/0,404.531,403.311,404.531,M,404.531,0904092411AA0,297.851
21303,118143,10000,108.2,1,AA/11-24-090-09W4/0,404.531,403.311,404.531,M,404.531,0904092411AA0,296.331
21304,118143,11000,112.17,1,AA/11-24-090-09W4/0,404.531,403.311,404.531,M,404.531,0904092411AA0,292.361
21305,118143,12000,112.17,1,AA/11-24-090-09W4/0,404.531,403.311,404.531,M,404.531,0904092411AA0,292.361
21306,118143,13000,112.17,1,AA/11-24-090-09W4/0,404.531,403.311,404.531,M,404.531,0904092411AA0,292.361
21307,118143,14000,165.81,1,AA/11-24-090-09W4/0,404.531,403.311,404.531,M,404.531,0904092411AA0,238.721
21326,118153,5000,96.93,1,AA/06-36-090-09W4/0,410.26099999999997,409.042,410.26099999999997,M,410.26099999999997,0904093606AA0,313.33099999999996
21328,118153,7000,102.11,1,AA/06-36-090-09W4/0,410.26099999999997,409.042,410.26099999999997,M,410.26099999999997,0904093606AA0,308.15099999999995
21329,118153,9000,108.51,2,AA/06-36-090-09W4/0,410.26099999999997,409.042,410.26099999999997,M,410.26099999999997,0904093606AA0,301.751
21330,118153,9500,108.51,2,AA/06-36-090-09W4/0,410.26099999999997,409.042,410.26099999999997,M,410.26099999999997,0904093606AA0,301.751
21331,118153,10000,110.64,1,AA/06-36-090-09W4/0,410.26099999999997,409.042,410.26099999999997,M,410.26099999999997,0904093606AA0,299.621
21332,118153,11000,114.6,1,AA/06-36-090-09W4/0,410.26099999999997,409.042,410.26099999999997,M,410.26099999999997,0904093606AA0,295.66099999999994
21333,118153,12000,114.6,1,AA/06-36-090-09W4/0,410.26099999999997,409.042,410.26099999999997,M,410.26099999999997,0904093606AA0,295.66099999999994
21334,118153,13000,114.6,1,AA/06-36-090-09W4/0,410.26099999999997,409.042,410.26099999999997,M,410.26099999999997,0904093606AA0,295.66099999999994
21335,118153,14000,181.66,1,AA/06-36-090-09W4/0,410.26099999999997,409.042,410.26099999999997,M,410.26099999999997,0904093606AA0,228.60099999999997
21338,118158,3000,30.0,3,AA/06-11-090-10W4/0,358.2,358.2,358.2,M,358.2,0904101106AA0,328.2
21340,118158,5000,44.0,1,AA/06-11-090-10W4/0,358.2,358.2,358.2,M,358.2,0904101106AA0,314.2
21342,118158,7000,49.0,1,AA/06-11-090-10W4/0,358.2,358.2,358.2,M,358.2,0904101106AA0,309.2
21343,118158,9000,56.0,2,AA/06-11-090-10W4/0,358.2,358.2,358.2,M,358.2,0904101106AA0,302.2
21344,118158,9500,56.0,2,AA/06-11-090-10W4/0,358.2,358.2,358.2,M,358.2,0904101106AA0,302.2
21345,118158,10000,58.0,1,AA/06-11-090-10W4/0,358.2,358.2,358.2,M,358.2,0904101106AA0,300.2
21346,118158,11000,65.0,1,AA/06-11-090-10W4/0,358.2,358.2,358.2,M,358.2,0904101106AA0,293.2
21347,118158,12000,67.0,1,AA/06-11-090-10W4/0,358.2,358.2,358.2,M,358.2,0904101106AA0,291.2
21348,118158,13000,67.0,1,AA/06-11-090-10W4/0,358.2,358.2,358.2,M,358.2,0904101106AA0,291.2
21349,118158,14000,113.0,1,AA/06-11-090-10W4/0,358.2,358.2,358.2,M,358.2,0904101106AA0,245.2
21352,118167,3000,18.0,1,AA/09-28-090-10W4/0,350.83,350.83,10.0,M,350.83,0904102809AA0,332.83
21354,118167,5000,32.0,1,AA/09-28-090-10W4/0,350.83,350.83,10.0,M,350.83,0904102809AA0,318.83
21356,118167,7000,37.0,1,AA/09-28-090-10W4/0,350.83,350.83,10.0,M,350.83,0904102809AA0,313.83
21357,118167,9000,43.0,1,AA/09-28-090-10W4/0,350.83,350.83,10.0,M,350.83,0904102809AA0,307.83
21358,118167,9500,43.0,1,AA/09-28-090-10W4/0,350.83,350.83,10.0,M,350.83,0904102809AA0,307.83
21359,118167,10000,46.0,1,AA/09-28-090-10W4/0,350.83,350.83,10.0,M,350.83,0904102809AA0,304.83
21360,118167,11000,54.0,1,AA/09-28-090-10W4/0,350.83,350.83,10.0,M,350.83,0904102809AA0,296.83
21361,118167,12000,56.0,1,AA/09-28-090-10W4/0,350.83,350.83,10.0,M,350.83,0904102809AA0,294.83
21362,118167,13000,56.0,1,AA/09-28-090-10W4/0,350.83,350.83,10.0,M,350.83,0904102809AA0,294.83
21363,118167,14000,101.5,1,AA/09-28-090-10W4/0,350.83,350.83,10.0,M,350.83,0904102809AA0,249.32999999999998
21368,118169,5000,36.0,1,AA/06-35-090-10W4/0,346.73,346.73,0.0,M,346.73,0904103506AA0,310.73
21370,118169,7000,41.0,1,AA/06-35-090-10W4/0,346.73,346.73,0.0,M,346.73,0904103506AA0,305.73
21371,118169,9000,47.0,2,AA/06-35-090-10W4/0,346.73,346.73,0.0,M,346.73,0904103506AA0,299.73
21372,118169,9500,47.0,2,AA/06-35-090-10W4/0,346.73,346.73,0.0,M,346.73,0904103506AA0,299.73
21373,118169,10000,49.5,1,AA/06-35-090-10W4/0,346.73,346.73,0.0,M,346.73,0904103506AA0,297.23
21374,118169,11000,57.0,2,AA/06-35-090-10W4/0,346.73,346.73,0.0,M,346.73,0904103506AA0,289.73
21375,118169,12000,65.0,3,AA/06-35-090-10W4/0,346.73,346.73,0.0,M,346.73,0904103506AA0,281.73
21376,118169,13000,65.0,3,AA/06-35-090-10W4/0,346.73,346.73,0.0,M,346.73,0904103506AA0,281.73
21377,118169,14000,106.0,1,AA/06-35-090-10W4/0,346.73,346.73,0.0,M,346.73,0904103506AA0,240.73000000000002
21379,118177,2000,167.0,1,00/11-11-090-12W4/0,530.0,528.5,530.0,M,530.0,0904121111000,363.0
21380,118177,3000,193.5,1,00/11-11-090-12W4/0,530.0,528.5,530.0,M,530.0,0904121111000,336.5
21382,118177,5000,207.5,1,00/11-11-090-12W4/0,530.0,528.5,530.0,M,530.0,0904121111000,322.5
21384,118177,7000,212.0,1,00/11-11-090-12W4/0,530.0,528.5,530.0,M,530.0,0904121111000,318.0
21385,118177,9000,216.0,2,00/11-11-090-12W4/0,530.0,528.5,530.0,M,530.0,0904121111000,314.0
21386,118177,9500,216.0,2,00/11-11-090-12W4/0,530.0,528.5,530.0,M,530.0,0904121111000,314.0
21387,118177,10000,218.0,1,00/11-11-090-12W4/0,530.0,528.5,530.0,M,530.0,0904121111000,312.0
21388,118177,11000,219.0,3,00/11-11-090-12W4/0,530.0,528.5,530.0,M,530.0,0904121111000,311.0
21389,118177,12000,231.0,2,00/11-11-090-12W4/0,530.0,528.5,530.0,M,530.0,0904121111000,299.0
21390,118177,13000,231.0,2,00/11-11-090-12W4/0,530.0,528.5,530.0,M,530.0,0904121111000,299.0
21391,118177,14000,265.0,1,00/11-11-090-12W4/0,530.0,528.5,530.0,M,530.0,0904121111000,265.0
21393,118183,2000,124.0,1,AA/10-08-090-14W4/0,480.8,477.8,480.8,M,480.8,0904140810AA0,356.8
21394,118183,3000,150.5,1,AA/10-08-090-14W4/0,480.8,477.8,480.8,M,480.8,0904140810AA0,330.3
21396,118183,5000,163.0,1,AA/10-08-090-14W4/0,480.8,477.8,480.8,M,480.8,0904140810AA0,317.8
21397,118183,6000,165.5,3,AA/10-08-090-14W4/0,480.8,477.8,480.8,M,480.8,0904140810AA0,315.3
21399,118183,9000,175.5,1,AA/10-08-090-14W4/0,480.8,477.8,480.8,M,480.8,0904140810AA0,305.3
21400,118183,9500,175.5,1,AA/10-08-090-14W4/0,480.8,477.8,480.8,M,480.8,0904140810AA0,305.3
21401,118183,10000,177.5,1,AA/10-08-090-14W4/0,480.8,477.8,480.8,M,480.8,0904140810AA0,303.3
21402,118183,11000,180.0,3,AA/10-08-090-14W4/0,480.8,477.8,480.8,M,480.8,0904140810AA0,300.8
21403,118183,12000,195.0,1,AA/10-08-090-14W4/0,480.8,477.8,480.8,M,480.8,0904140810AA0,285.8
21404,118183,13000,195.0,1,AA/10-08-090-14W4/0,480.8,477.8,480.8,M,480.8,0904140810AA0,285.8
21405,118183,14000,210.0,1,AA/10-08-090-14W4/0,480.8,477.8,480.8,M,480.8,0904140810AA0,270.8
21407,118185,2000,118.0,1,AA/09-08-090-15W4/0,470.97,467.77,470.97,M,470.97,0904150809AA0,352.97
21408,118185,3000,144.0,1,AA/09-08-090-15W4/0,470.97,467.77,470.97,M,470.97,0904150809AA0,326.97
21410,118185,5000,155.0,1,AA/09-08-090-15W4/0,470.97,467.77,470.97,M,470.97,0904150809AA0,315.97
21411,118185,6000,157.0,3,AA/09-08-090-15W4/0,470.97,467.77,470.97,M,470.97,0904150809AA0,313.97
21413,118185,9000,167.0,1,AA/09-08-090-15W4/0,470.97,467.77,470.97,M,470.97,0904150809AA0,303.97
21414,118185,9500,167.0,1,AA/09-08-090-15W4/0,470.97,467.77,470.97,M,470.97,0904150809AA0,303.97
21415,118185,10000,169.0,1,AA/09-08-090-15W4/0,470.97,467.77,470.97,M,470.97,0904150809AA0,301.97
21416,118185,11000,173.0,3,AA/09-08-090-15W4/0,470.97,467.77,470.97,M,470.97,0904150809AA0,297.97
21417,118185,12000,183.0,1,AA/09-08-090-15W4/0,470.97,467.77,470.97,M,470.97,0904150809AA0,287.97
21418,118185,13000,183.0,1,AA/09-08-090-15W4/0,470.97,467.77,470.97,M,470.97,0904150809AA0,287.97
