,SitID,Formation,MD,Quality,UWI,DATUM,GL,EREF,UNIT,datum,UWI (AGS),TVDSS
1134,103757,1000,310.0,1,00/11-27-068-11W4/0,619.0,615.5,619.0,M,619.0,0684112711000,309.0
1138,103757,5000,434.0,1,00/11-27-068-11W4/0,619.0,615.5,619.0,M,619.0,0684112711000,185.0
1140,103757,7000,454.0,1,00/11-27-068-11W4/0,619.0,615.5,619.0,M,619.0,0684112711000,165.0
1141,103757,9000,458.0,3,00/11-27-068-11W4/0,619.0,615.5,619.0,M,619.0,0684112711000,161.0
1142,103757,9500,458.0,3,00/11-27-068-11W4/0,619.0,615.5,619.0,M,619.0,0684112711000,161.0
1143,103757,10000,463.0,2,00/11-27-068-11W4/0,619.0,615.5,619.0,M,619.0,0684112711000,156.0
1144,103757,11000,469.0,2,00/11-27-068-11W4/0,619.0,615.5,619.0,M,619.0,0684112711000,150.0
1145,103757,12000,469.0,2,00/11-27-068-11W4/0,619.0,615.5,619.0,M,619.0,0684112711000,150.0
1146,103757,13000,469.0,2,00/11-27-068-11W4/0,619.0,615.5,619.0,M,619.0,0684112711000,150.0
1147,103757,14000,500.0,1,00/11-27-068-11W4/0,619.0,615.5,619.0,M,619.0,0684112711000,119.0
1148,103759,1000,290.0,1,00/14-30-068-11W4/0,592.5,592.5,599.5,M,599.5,0684113014000,309.5
1152,103759,5000,414.0,1,00/14-30-068-11W4/0,592.5,592.5,599.5,M,599.5,0684113014000,185.5
1154,103759,7000,431.5,1,00/14-30-068-11W4/0,592.5,592.5,599.5,M,599.5,0684113014000,168.0
1155,103759,9000,435.5,2,00/14-30-068-11W4/0,592.5,592.5,599.5,M,599.5,0684113014000,164.0
1156,103759,9500,435.5,2,00/14-30-068-11W4/0,592.5,592.5,599.5,M,599.5,0684113014000,164.0
1157,103759,10000,438.0,2,00/14-30-068-11W4/0,592.5,592.5,599.5,M,599.5,0684113014000,161.5
1158,103759,11000,446.0,2,00/14-30-068-11W4/0,592.5,592.5,599.5,M,599.5,0684113014000,153.5
1159,103759,12000,446.0,2,00/14-30-068-11W4/0,592.5,592.5,599.5,M,599.5,0684113014000,153.5
1160,103759,13000,446.0,2,00/14-30-068-11W4/0,592.5,592.5,599.5,M,599.5,0684113014000,153.5
1161,103759,14000,469.0,1,00/14-30-068-11W4/0,592.5,592.5,599.5,M,599.5,0684113014000,130.5
1162,103775,1000,306.0,1,00/03-18-068-12W4/0,599.0,599.0,602.55,M,602.55,0684121803000,296.54999999999995
1166,103775,5000,430.0,1,00/03-18-068-12W4/0,599.0,599.0,602.55,M,602.55,0684121803000,172.54999999999995
1168,103775,7000,448.0,1,00/03-18-068-12W4/0,599.0,599.0,602.55,M,602.55,0684121803000,154.54999999999995
1169,103775,9000,452.0,1,00/03-18-068-12W4/0,599.0,599.0,602.55,M,602.55,0684121803000,150.54999999999995
1170,103775,9500,452.0,1,00/03-18-068-12W4/0,599.0,599.0,602.55,M,602.55,0684121803000,150.54999999999995
1171,103775,10000,458.0,1,00/03-18-068-12W4/0,599.0,599.0,602.55,M,602.55,0684121803000,144.54999999999995
1172,103775,11000,465.0,1,00/03-18-068-12W4/0,599.0,599.0,602.55,M,602.55,0684121803000,137.54999999999995
1173,103775,12000,465.0,1,00/03-18-068-12W4/0,599.0,599.0,602.55,M,602.55,0684121803000,137.54999999999995
1174,103775,13000,465.0,1,00/03-18-068-12W4/0,599.0,599.0,602.55,M,602.55,0684121803000,137.54999999999995
1175,103775,14000,480.0,3,00/03-18-068-12W4/0,599.0,599.0,602.55,M,602.55,0684121803000,122.54999999999995
1176,103784,1000,307.85,1,00/11-29-068-12W4/0,604.114,604.114,576.377,M,576.377,0684122911000,268.52699999999993
1180,103784,5000,434.64,1,00/11-29-068-12W4/0,604.114,604.114,576.377,M,576.377,0684122911000,141.73699999999997
1182,103784,7000,454.15,1,00/11-29-068-12W4/0,604.114,604.114,576.377,M,576.377,0684122911000,122.22699999999998
1183,103784,9000,458.42,2,00/11-29-068-12W4/0,604.114,604.114,576.377,M,576.377,0684122911000,117.95699999999994
1184,103784,9500,458.42,2,00/11-29-068-12W4/0,604.114,604.114,576.377,M,576.377,0684122911000,117.95699999999994
1185,103784,10000,464.52,2,00/11-29-068-12W4/0,604.114,604.114,576.377,M,576.377,0684122911000,111.85699999999997
1186,103784,11000,470.0,3,00/11-29-068-12W4/0,604.114,604.114,576.377,M,576.377,0684122911000,106.37699999999995
1187,103784,12000,470.0,3,00/11-29-068-12W4/0,604.114,604.114,576.377,M,576.377,0684122911000,106.37699999999995
1188,103784,13000,470.0,3,00/11-29-068-12W4/0,604.114,604.114,576.377,M,576.377,0684122911000,106.37699999999995
1189,103784,14000,493.78,2,00/11-29-068-12W4/0,604.114,604.114,576.377,M,576.377,0684122911000,82.59699999999998
1190,103787,1000,282.24,1,00/06-31-068-12W4/0,591.922,591.922,594.665,M,594.665,0684123106000,312.42499999999995
1194,103787,5000,421.84,1,00/06-31-068-12W4/0,591.922,591.922,594.665,M,594.665,0684123106000,172.825
1196,103787,7000,439.83,1,00/06-31-068-12W4/0,591.922,591.922,594.665,M,594.665,0684123106000,154.83499999999998
1197,103787,9000,444.4,2,00/06-31-068-12W4/0,591.922,591.922,594.665,M,594.665,0684123106000,150.265
1198,103787,9500,444.4,2,00/06-31-068-12W4/0,591.922,591.922,594.665,M,594.665,0684123106000,150.265
1199,103787,10000,450.19,1,00/06-31-068-12W4/0,591.922,591.922,594.665,M,594.665,0684123106000,144.47499999999997
1200,103787,11000,456.59,3,00/06-31-068-12W4/0,591.922,591.922,594.665,M,594.665,0684123106000,138.075
1201,103787,12000,456.59,3,00/06-31-068-12W4/0,591.922,591.922,594.665,M,594.665,0684123106000,138.075
1202,103787,13000,456.59,3,00/06-31-068-12W4/0,591.922,591.922,594.665,M,594.665,0684123106000,138.075
1203,103787,14000,480.36,1,00/06-31-068-12W4/0,591.922,591.922,594.665,M,594.665,0684123106000,114.30499999999995
1204,103796,1000,295.05,1,00/10-03-068-13W4/0,582.4730000000001,582.4730000000001,585.216,M,585.216,0684130310000,290.166
1208,103796,5000,421.23,1,00/10-03-068-13W4/0,582.4730000000001,582.4730000000001,585.216,M,585.216,0684130310000,163.986
1210,103796,7000,440.44,1,00/10-03-068-13W4/0,582.4730000000001,582.4730000000001,585.216,M,585.216,0684130310000,144.776
1211,103796,9000,446.53,2,00/10-03-068-13W4/0,582.4730000000001,582.4730000000001,585.216,M,585.216,0684130310000,138.68600000000004
1212,103796,9500,446.53,2,00/10-03-068-13W4/0,582.4730000000001,582.4730000000001,585.216,M,585.216,0684130310000,138.68600000000004
1213,103796,10000,449.88,1,00/10-03-068-13W4/0,582.4730000000001,582.4730000000001,585.216,M,585.216,0684130310000,135.336
1214,103796,11000,457.2,2,00/10-03-068-13W4/0,582.4730000000001,582.4730000000001,585.216,M,585.216,0684130310000,128.01600000000002
1215,103796,12000,457.2,2,00/10-03-068-13W4/0,582.4730000000001,582.4730000000001,585.216,M,585.216,0684130310000,128.01600000000002
1216,103796,13000,457.2,2,00/10-03-068-13W4/0,582.4730000000001,582.4730000000001,585.216,M,585.216,0684130310000,128.01600000000002
1217,103796,14000,472.44,1,00/10-03-068-13W4/0,582.4730000000001,582.4730000000001,585.216,M,585.216,0684130310000,112.77600000000001
1218,103809,1000,300.23,1,00/11-12-068-13W4/0,590.398,590.398,593.141,M,593.141,0684131211000,292.91099999999994
1222,103809,5000,422.45,1,00/11-12-068-13W4/0,590.398,590.398,593.141,M,593.141,0684131211000,170.69099999999997
1224,103809,7000,441.35,1,00/11-12-068-13W4/0,590.398,590.398,593.141,M,593.141,0684131211000,151.79099999999994
1225,103809,9000,446.84,2,00/11-12-068-13W4/0,590.398,590.398,593.141,M,593.141,0684131211000,146.301
1226,103809,9500,446.84,2,00/11-12-068-13W4/0,590.398,590.398,593.141,M,593.141,0684131211000,146.301
1227,103809,10000,450.49,1,00/11-12-068-13W4/0,590.398,590.398,593.141,M,593.141,0684131211000,142.65099999999995
1228,103809,11000,457.2,1,00/11-12-068-13W4/0,590.398,590.398,593.141,M,593.141,0684131211000,135.94099999999997
1229,103809,12000,457.2,1,00/11-12-068-13W4/0,590.398,590.398,593.141,M,593.141,0684131211000,135.94099999999997
1230,103809,13000,457.2,1,00/11-12-068-13W4/0,590.398,590.398,593.141,M,593.141,0684131211000,135.94099999999997
1231,103809,14000,467.56,2,00/11-12-068-13W4/0,590.398,590.398,593.141,M,593.141,0684131211000,125.58099999999996
1232,103834,1000,299.31,1,00/10-27-068-13W4/0,585.835,585.911,589.188,M,589.188,0684132710000,289.878
1236,103834,5000,420.62,1,00/10-27-068-13W4/0,585.835,585.911,589.188,M,589.188,0684132710000,168.56799999999998
1238,103834,7000,440.74,1,00/10-27-068-13W4/0,585.835,585.911,589.188,M,589.188,0684132710000,148.44799999999998
1239,103834,9000,448.97,2,00/10-27-068-13W4/0,585.835,585.911,589.188,M,589.188,0684132710000,140.21799999999996
1240,103834,9500,448.97,2,00/10-27-068-13W4/0,585.835,585.911,589.188,M,589.188,0684132710000,140.21799999999996
1241,103834,10000,452.02,1,00/10-27-068-13W4/0,585.835,585.911,589.188,M,589.188,0684132710000,137.168
1242,103834,11000,458.42,1,00/10-27-068-13W4/0,585.835,585.911,589.188,M,589.188,0684132710000,130.76799999999997
1243,103834,12000,458.42,1,00/10-27-068-13W4/0,585.835,585.911,589.188,M,589.188,0684132710000,130.76799999999997
1244,103834,13000,458.42,1,00/10-27-068-13W4/0,585.835,585.911,589.188,M,589.188,0684132710000,130.76799999999997
1245,103834,14000,473.96,3,00/10-27-068-13W4/0,585.835,585.911,589.188,M,589.188,0684132710000,115.22800000000001
1246,103852,1000,310.29,1,00/07-34-068-13W4/0,587.045,587.045,589.788,M,589.788,0684133407000,279.498
1250,103852,5000,423.67,1,00/07-34-068-13W4/0,587.045,587.045,589.788,M,589.788,0684133407000,166.118
1252,103852,7000,441.66,1,00/07-34-068-13W4/0,587.045,587.045,589.788,M,589.788,0684133407000,148.128
1253,103852,9000,449.28,3,00/07-34-068-13W4/0,587.045,587.045,589.788,M,589.788,0684133407000,140.50800000000004
1254,103852,9500,449.28,3,00/07-34-068-13W4/0,587.045,587.045,589.788,M,589.788,0684133407000,140.50800000000004
1255,103852,10000,452.32,2,00/07-34-068-13W4/0,587.045,587.045,589.788,M,589.788,0684133407000,137.46800000000002
1256,103852,11000,458.11,1,00/07-34-068-13W4/0,587.045,587.045,589.788,M,589.788,0684133407000,131.678
1257,103852,12000,458.11,1,00/07-34-068-13W4/0,587.045,587.045,589.788,M,589.788,0684133407000,131.678
1258,103852,13000,458.11,1,00/07-34-068-13W4/0,587.045,587.045,589.788,M,589.788,0684133407000,131.678
1259,103852,14000,472.44,2,00/07-34-068-13W4/0,587.045,587.045,589.788,M,589.788,0684133407000,117.34800000000001
1260,103855,1000,289.0,1,00/11-22-068-14W4/0,564.76,564.76,567.8,M,567.8,0684142211000,278.79999999999995
1264,103855,5000,415.0,1,00/11-22-068-14W4/0,564.76,564.76,567.8,M,567.8,0684142211000,152.79999999999995
1266,103855,7000,433.0,1,00/11-22-068-14W4/0,564.76,564.76,567.8,M,567.8,0684142211000,134.79999999999995
1267,103855,9000,440.0,2,00/11-22-068-14W4/0,564.76,564.76,567.8,M,567.8,0684142211000,127.79999999999995
1268,103855,9500,440.0,2,00/11-22-068-14W4/0,564.76,564.76,567.8,M,567.8,0684142211000,127.79999999999995
1269,103855,10000,445.0,1,00/11-22-068-14W4/0,564.76,564.76,567.8,M,567.8,0684142211000,122.79999999999995
1270,103855,11000,452.0,1,00/11-22-068-14W4/0,564.76,564.76,567.8,M,567.8,0684142211000,115.79999999999995
1271,103855,12000,452.0,1,00/11-22-068-14W4/0,564.76,564.76,567.8,M,567.8,0684142211000,115.79999999999995
1272,103855,13000,452.0,1,00/11-22-068-14W4/0,564.76,564.76,567.8,M,567.8,0684142211000,115.79999999999995
1274,103857,1000,265.79,1,00/11-25-068-14W4/0,552.9069999999999,552.9069999999999,555.346,M,555.346,0684142511000,289.556
1278,103857,5000,393.19,1,00/11-25-068-14W4/0,552.9069999999999,552.9069999999999,555.346,M,555.346,0684142511000,162.156
1280,103857,7000,409.96,1,00/11-25-068-14W4/0,552.9069999999999,552.9069999999999,555.346,M,555.346,0684142511000,145.38600000000002
1281,103857,9000,418.8,2,00/11-25-068-14W4/0,552.9069999999999,552.9069999999999,555.346,M,555.346,0684142511000,136.546
1282,103857,9500,418.8,2,00/11-25-068-14W4/0,552.9069999999999,552.9069999999999,555.346,M,555.346,0684142511000,136.546
1283,103857,10000,422.15,1,00/11-25-068-14W4/0,552.9069999999999,552.9069999999999,555.346,M,555.346,0684142511000,133.19600000000003
1284,103857,11000,429.16,1,00/11-25-068-14W4/0,552.9069999999999,552.9069999999999,555.346,M,555.346,0684142511000,126.18599999999998
1285,103857,12000,429.16,1,00/11-25-068-14W4/0,552.9069999999999,552.9069999999999,555.346,M,555.346,0684142511000,126.18599999999998
1286,103857,13000,429.16,1,00/11-25-068-14W4/0,552.9069999999999,552.9069999999999,555.346,M,555.346,0684142511000,126.18599999999998
1287,103857,14000,455.98,1,00/11-25-068-14W4/0,552.9069999999999,552.9069999999999,555.346,M,555.346,0684142511000,99.36599999999999
1288,103868,1000,277.67,1,00/07-34-068-14W4/0,561.289,561.289,564.49,M,564.49,0684143407000,286.82
1292,103868,5000,406.6,2,00/07-34-068-14W4/0,561.289,561.289,564.49,M,564.49,0684143407000,157.89
1294,103868,7000,423.37,1,00/07-34-068-14W4/0,561.289,561.289,564.49,M,564.49,0684143407000,141.12
1295,103868,9000,432.21,2,00/07-34-068-14W4/0,561.289,561.289,564.49,M,564.49,0684143407000,132.28000000000003
1296,103868,9500,432.21,2,00/07-34-068-14W4/0,561.289,561.289,564.49,M,564.49,0684143407000,132.28000000000003
1297,103868,10000,435.25,1,00/07-34-068-14W4/0,561.289,561.289,564.49,M,564.49,0684143407000,129.24
1298,103868,11000,442.57,1,00/07-34-068-14W4/0,561.289,561.289,564.49,M,564.49,0684143407000,121.92000000000002
1299,103868,12000,442.57,1,00/07-34-068-14W4/0,561.289,561.289,564.49,M,564.49,0684143407000,121.92000000000002
1300,103868,13000,442.57,1,00/07-34-068-14W4/0,561.289,561.289,564.49,M,564.49,0684143407000,121.92000000000002
1301,103868,14000,472.44,4,00/07-34-068-14W4/0,561.289,561.289,564.49,M,564.49,0684143407000,92.05000000000001
1302,103875,1000,273.1,1,00/11-31-068-15W4/0,546.506,546.506,549.554,M,549.554,0684153111000,276.45399999999995
1306,103875,5000,395.63,1,00/11-31-068-15W4/0,546.506,546.506,549.554,M,549.554,0684153111000,153.92399999999998
1308,103875,7000,412.39,1,00/11-31-068-15W4/0,546.506,546.506,549.554,M,549.554,0684153111000,137.164
1309,103875,9000,421.84,3,00/11-31-068-15W4/0,546.506,546.506,549.554,M,549.554,0684153111000,127.714
1310,103875,9500,421.84,3,00/11-31-068-15W4/0,546.506,546.506,549.554,M,549.554,0684153111000,127.714
1311,103875,10000,425.2,1,00/11-31-068-15W4/0,546.506,546.506,549.554,M,549.554,0684153111000,124.35399999999998
1312,103875,11000,429.77,2,00/11-31-068-15W4/0,546.506,546.506,549.554,M,549.554,0684153111000,119.78399999999999
1313,103875,12000,429.77,2,00/11-31-068-15W4/0,546.506,546.506,549.554,M,549.554,0684153111000,119.78399999999999
1314,103875,13000,429.77,2,00/11-31-068-15W4/0,546.506,546.506,549.554,M,549.554,0684153111000,119.78399999999999
1315,103875,14000,439.52,1,00/11-31-068-15W4/0,546.506,546.506,549.554,M,549.554,0684153111000,110.03399999999999
1316,103876,1000,328.57,1,00/11-01-068-16W4/0,572.414,572.414,605.3330000000001,M,605.3330000000001,0684160111000,276.7630000000001
1320,103876,5000,448.06,1,00/11-01-068-16W4/0,572.414,572.414,605.3330000000001,M,605.3330000000001,0684160111000,157.27300000000008
1322,103876,7000,467.26,1,00/11-01-068-16W4/0,572.414,572.414,605.3330000000001,M,605.3330000000001,0684160111000,138.0730000000001
1323,103876,9000,474.88,3,00/11-01-068-16W4/0,572.414,572.414,605.3330000000001,M,605.3330000000001,0684160111000,130.4530000000001
1324,103876,9500,474.88,3,00/11-01-068-16W4/0,572.414,572.414,605.3330000000001,M,605.3330000000001,0684160111000,130.4530000000001
1325,103876,10000,477.93,1,00/11-01-068-16W4/0,572.414,572.414,605.3330000000001,M,605.3330000000001,0684160111000,127.40300000000008
1326,103876,11000,486.46,1,00/11-01-068-16W4/0,572.414,572.414,605.3330000000001,M,605.3330000000001,0684160111000,118.8730000000001
1327,103876,12000,486.46,1,00/11-01-068-16W4/0,572.414,572.414,605.3330000000001,M,605.3330000000001,0684160111000,118.8730000000001
1328,103876,13000,486.46,1,00/11-01-068-16W4/0,572.414,572.414,605.3330000000001,M,605.3330000000001,0684160111000,118.8730000000001
1329,103876,14000,510.54,3,00/11-01-068-16W4/0,572.414,572.414,605.3330000000001,M,605.3330000000001,0684160111000,94.79300000000006
1330,103880,1000,286.0,1,00/10-15-068-16W4/0,547.15,547.15,550.0,M,550.0,0684161510000,264.0
1334,103880,5000,405.0,1,00/10-15-068-16W4/0,547.15,547.15,550.0,M,550.0,0684161510000,145.0
1336,103880,7000,423.0,1,00/10-15-068-16W4/0,547.15,547.15,550.0,M,550.0,0684161510000,127.0
1337,103880,9000,429.0,3,00/10-15-068-16W4/0,547.15,547.15,550.0,M,550.0,0684161510000,121.0
1338,103880,9500,429.0,3,00/10-15-068-16W4/0,547.15,547.15,550.0,M,550.0,0684161510000,121.0
1339,103880,10000,433.0,1,00/10-15-068-16W4/0,547.15,547.15,550.0,M,550.0,0684161510000,117.0
1343,103880,14000,438.0,1,00/10-15-068-16W4/0,547.15,547.15,550.0,M,550.0,0684161510000,112.0
1344,103886,1000,301.75,1,00/07-29-068-16W4/0,563.575,563.575,567.111,M,567.111,0684162907000,265.361
1348,103886,5000,425.5,1,00/07-29-068-16W4/0,563.575,563.575,567.111,M,567.111,0684162907000,141.611
1350,103886,7000,439.52,1,00/07-29-068-16W4/0,563.575,563.575,567.111,M,567.111,0684162907000,127.59100000000001
1351,103886,9000,448.06,1,00/07-29-068-16W4/0,563.575,563.575,567.111,M,567.111,0684162907000,119.05099999999999
1352,103886,9500,448.06,1,00/07-29-068-16W4/0,563.575,563.575,567.111,M,567.111,0684162907000,119.05099999999999
1353,103886,10000,451.71,1,00/07-29-068-16W4/0,563.575,563.575,567.111,M,567.111,0684162907000,115.40100000000001
1357,103886,14000,457.2,2,00/07-29-068-16W4/0,563.575,563.575,567.111,M,567.111,0684162907000,109.911
1358,103888,1000,293.83,1,00/11-32-068-16W4/0,558.576,558.576,562.234,M,562.234,0684163211000,268.40400000000005
1362,103888,5000,415.14,1,00/11-32-068-16W4/0,558.576,558.576,562.234,M,562.234,0684163211000,147.09400000000005
1364,103888,7000,432.82,1,00/11-32-068-16W4/0,558.576,558.576,562.234,M,562.234,0684163211000,129.41400000000004
1365,103888,9000,440.74,2,00/11-32-068-16W4/0,558.576,558.576,562.234,M,562.234,0684163211000,121.49400000000003
1366,103888,9500,440.74,2,00/11-32-068-16W4/0,558.576,558.576,562.234,M,562.234,0684163211000,121.49400000000003
1367,103888,10000,444.09,1,00/11-32-068-16W4/0,558.576,558.576,562.234,M,562.234,0684163211000,118.14400000000006
1371,103888,14000,449.88,1,00/11-32-068-16W4/0,558.576,558.576,562.234,M,562.234,0684163211000,112.35400000000004
1372,103895,1000,343.81,1,00/11-07-068-17W4/0,176.37599999999998,176.37599999999998,177.595,M,177.595,0684170711000,-166.215
1376,103895,5000,466.95,1,00/11-07-068-17W4/0,176.37599999999998,176.37599999999998,177.595,M,177.595,0684170711000,-289.355
1378,103895,7000,485.24,1,00/11-07-068-17W4/0,176.37599999999998,176.37599999999998,177.595,M,177.595,0684170711000,-307.645
1379,103895,9000,493.78,3,00/11-07-068-17W4/0,176.37599999999998,176.37599999999998,177.595,M,177.595,0684170711000,-316.18499999999995
1380,103895,9500,493.78,3,00/11-07-068-17W4/0,176.37599999999998,176.37599999999998,177.595,M,177.595,0684170711000,-316.18499999999995
1381,103895,10000,496.82,3,00/11-07-068-17W4/0,176.37599999999998,176.37599999999998,177.595,M,177.595,0684170711000,-319.225
1382,103895,11000,505.36,2,00/11-07-068-17W4/0,176.37599999999998,176.37599999999998,177.595,M,177.595,0684170711000,-327.765
1383,103895,12000,505.36,2,00/11-07-068-17W4/0,176.37599999999998,176.37599999999998,177.595,M,177.595,0684170711000,-327.765
1384,103895,13000,505.36,2,00/11-07-068-17W4/0,176.37599999999998,176.37599999999998,177.595,M,177.595,0684170711000,-327.765
1385,103895,14000,533.4,1,00/11-07-068-17W4/0,176.37599999999998,176.37599999999998,177.595,M,177.595,0684170711000,-355.80499999999995
1386,103896,1000,349.0,1,00/11-12-068-17W4/0,595.4,595.4,599.2,M,599.2,0684171211000,250.20000000000005
1390,103896,5000,468.0,1,00/11-12-068-17W4/0,595.4,595.4,599.2,M,599.2,0684171211000,131.20000000000005
1392,103896,7000,485.0,1,00/11-12-068-17W4/0,595.4,595.4,599.2,M,599.2,0684171211000,114.20000000000005
1393,103896,9000,491.5,3,00/11-12-068-17W4/0,595.4,595.4,599.2,M,599.2,0684171211000,107.70000000000005
1394,103896,9500,491.5,3,00/11-12-068-17W4/0,595.4,595.4,599.2,M,599.2,0684171211000,107.70000000000005
1395,103896,10000,495.5,1,00/11-12-068-17W4/0,595.4,595.4,599.2,M,599.2,0684171211000,103.70000000000005
1399,103896,14000,499.0,1,00/11-12-068-17W4/0,595.4,595.4,599.2,M,599.2,0684171211000,100.20000000000005
1400,103900,1000,334.0,1,00/12-18-068-17W4/0,568.0,568.0,571.3,M,571.3,0684171812000,237.29999999999995
1404,103900,5000,455.0,1,00/12-18-068-17W4/0,568.0,568.0,571.3,M,571.3,0684171812000,116.29999999999995
1406,103900,7000,473.0,1,00/12-18-068-17W4/0,568.0,568.0,571.3,M,571.3,0684171812000,98.29999999999995
1407,103900,9000,481.0,3,00/12-18-068-17W4/0,568.0,568.0,571.3,M,571.3,0684171812000,90.29999999999995
1408,103900,9500,481.0,3,00/12-18-068-17W4/0,568.0,568.0,571.3,M,571.3,0684171812000,90.29999999999995
1409,103900,10000,486.0,1,00/12-18-068-17W4/0,568.0,568.0,571.3,M,571.3,0684171812000,85.29999999999995
1410,103900,11000,495.0,1,00/12-18-068-17W4/0,568.0,568.0,571.3,M,571.3,0684171812000,76.29999999999995
1411,103900,12000,495.0,1,00/12-18-068-17W4/0,568.0,568.0,571.3,M,571.3,0684171812000,76.29999999999995
1412,103900,13000,495.0,1,00/12-18-068-17W4/0,568.0,568.0,571.3,M,571.3,0684171812000,76.29999999999995
1413,103900,14000,518.5,1,00/12-18-068-17W4/0,568.0,568.0,571.3,M,571.3,0684171812000,52.799999999999955
1414,103903,1000,304.19,1,00/07-30-068-17W4/0,543.154,543.154,547.116,M,547.116,0684173007000,242.926
1418,103903,5000,427.63,1,00/07-30-068-17W4/0,543.154,543.154,547.116,M,547.116,0684173007000,119.48599999999999
1420,103903,7000,445.62,1,00/07-30-068-17W4/0,543.154,543.154,547.116,M,547.116,0684173007000,101.49599999999998
1421,103903,9000,454.15,3,00/07-30-068-17W4/0,543.154,543.154,547.116,M,547.116,0684173007000,92.96600000000001
1422,103903,9500,454.15,3,00/07-30-068-17W4/0,543.154,543.154,547.116,M,547.116,0684173007000,92.96600000000001
1423,103903,10000,458.72,1,00/07-30-068-17W4/0,543.154,543.154,547.116,M,547.116,0684173007000,88.39599999999996
