UWI,DATUM,GL,EREF,UNIT,datum
00/11-21-073-07W4/0,731,731,734.2,M,734.2
00/11-21-073-19W4/0,654.71,654.71,658.368,M,658.368
00/11-21-075-11W4/0,656.387,656.387,660.502,M,660.502
00/11-21-075-15W4/0,790.66,790.66,793.69,M,793.69
00/11-21-075-26W4/0,870.417,870.417,874.776,M,874.776
00/11-21-077-07W4/0,571.652,556.4,560.4,M,560.4
00/11-21-087-17W4/0,514.5,511,514.5,M,514.5
00/11-21-090-23W4/0,519.379,519.379,523.646,M,523.646
00/11-22-067-15W4/0,583.5,580.3,583.5,M,583.5
00/11-22-068-14W4/0,564.76,564.76,567.8,M,567.8
00/11-22-070-24W4/0,619.049,619.049,624.23,M,624.23
00/11-22-071-14W4/0,646.176,646.176,649.224,M,649.224
00/11-22-071-21W4/0,600.05,600.05,603.25,M,603.25
00/11-22-074-12W4/0,656.265,656.265,656.265,M,656.265
00/11-22-090-20W4/0,517.8,517.8,520.7,M,520.7
00/11-23-069-10W4/0,716.4,716.4,719.75,M,719.75
00/11-23-070-05W5/0,779.8,779.8,782.7,M,782.7
00/11-23-073-09W4/0,650.3,650.3,654.5,M,654.5
00/11-23-077-13W4/0,686.7,683.2,686.7,M,686.7
00/11-23-080-04W4/0,517.246,513.588,517.246,M,517.246
00/11-24-067-04W4/0,678,674.8,678,M,678
00/11-24-072-15W4/0,601.98,601.98,605.028,M,605.028
00/11-24-075-26W4/0,814.426,810.768,814.426,M,814.426
00/11-24-084-06W4/0,469,465,469,M,469
00/11-24-084-25W4/0,1768,1755,1768,F,538.8864
00/11-24-087-17W4/0,513.7,510.2,513.7,M,513.7
00/11-24-087-23W4/0,539.496,539.496,542.239,M,542.239
00/11-24-088-22W4/0,523.646,523.646,525.78,M,525.78
00/11-24-088-25W4/0,623.1,623.1,626.7,M,626.7
00/11-25-068-14W4/0,552.907,552.907,555.346,M,555.346
00/11-25-071-12W4/0,599.3,599.3,602.9,M,602.9
00/11-25-078-03W5/0,649.102,649.102,653.308,M,653.308
00/11-25-078-13W4/0,673.349,669.127,673.349,M,673.349
00/11-25-080-01W5/0,580,580,583.67,M,583.67
00/11-25-081-17W4/0,545.3,539.496,545.3,M,545.3
00/11-25-082-11W4/0,719.1,716,719.1,M,719.1
00/11-25-083-17W4/0,513.588,510.388,513.588,M,513.588
00/11-25-088-21W4/0,530.14,530.14,533.79,M,533.79
00/11-26-069-12W4/0,587.6,587.6,590.3,M,590.3
00/11-26-070-18W4/0,565.34,565.34,568.32,M,568.32
00/11-26-072-08W4/0,680.2,680.2,683.7,M,683.7
00/11-26-074-14W4/0,771.296,771.296,774.527,M,774.527
00/11-26-077-16W4/0,672.11,672.11,675.69,M,675.69
00/11-26-078-01W5/0,587.78,587.78,591.88,M,591.88
00/11-26-080-16W4/0,569.97,566.17,569.97,M,569.97
00/11-26-080-24W4/0,568.3,568.3,572.95,M,572.95
00/11-27-068-11W4/0,619,615.5,619,M,619
00/11-27-070-01W5/0,559.918,559.918,562.966,M,562.966
00/11-27-070-21W4/0,649.529,649.529,652.882,M,652.882
00/11-27-076-13W4/0,699.516,699.516,702.564,M,702.564
00/11-27-076-17W4/0,714.146,714.146,717.194,M,717.194
00/11-27-077-23W4/0,651.571,651.571,655.93,M,655.93
00/11-27-079-04W5/0,619.536,619.536,623.194,M,623.194
00/11-27-081-04W4/0,468.27,464.62,468.27,M,468.27
00/11-27-083-15W4/0,552.8,549.8,552.8,M,552.8
00/11-28-070-09W4/0,605.03,605.03,609.53,M,609.53
00/11-28-074-23W4/0,691.896,691.896,695.249,M,695.249
00/11-28-076-16W4/0,708.7,699.4,708.7,M,708.7
00/11-28-079-06W4/0,516.9,513.8,516.9,M,516.9
00/11-28-080-17W4/0,545.318,541.965,545.318,M,545.318
00/11-29-068-02W4/0,724.6,724.6,729.1,M,729.1
00/11-29-068-12W4/0,604.114,604.114,576.377,M,576.377
00/11-29-071-11W4/0,590.76,590.76,594.59,M,594.59
00/11-29-071-13W4/0,661.721,657.758,661.721,M,661.721
00/11-29-074-01W4/0,693.6,693.6,597,M,597
00/11-29-079-11W4/0,693.39,690.19,693.39,M,693.39
00/11-29-080-16W4/0,553.1,549.5,553.1,M,553.1
00/11-29-081-08W4/0,712.622,708.965,712.622,M,712.622
00/11-29-089-12W4/0,525,520.9,525,M,525
00/11-29-091-19W4/0,1710,1710,1721,F,524.5608
00/11-30-070-04W4/0,676.8,673,676.8,M,676.8
00/11-30-071-14W4/0,668.81,668.81,672.81,M,672.81
00/11-30-073-13W4/0,672.31,672.66,676.31,M,676.31
00/11-30-074-16W4/0,620.116,620.116,623.621,M,623.621
00/11-30-077-25W4/0,648.005,648.005,651.967,M,651.967
00/11-30-078-06W4/0,564.09,561.09,564.09,M,564.09
00/11-30-078-22W4/0,565.099,565.099,569.062,M,569.062
00/11-30-091-17W4/0,516.6,513.2,516.6,M,516.6
00/11-30-092-19W4/0,532,529,532,M,532
00/11-31-068-15W4/0,546.506,546.506,549.554,M,549.554
00/11-31-070-17W4/0,566.318,566.318,569.062,M,569.062
00/11-31-072-07W4/0,682.8,682.8,685.88,M,685.88
00/11-31-073-12W4/0,657,657,660,M,660
00/11-31-073-19W4/0,671.779,671.779,674.827,M,674.827
00/11-31-074-06W4/0,632.87,632.87,637.33,M,637.33
00/11-31-078-05W5/0,658.4,658.4,662.4,M,662.4
00/11-31-079-11W4/0,691.52,688.32,691.52,M,691.52
00/11-31-082-01W5/0,561.746,558.698,561.746,M,561.746
00/11-31-083-09W4/0,716.28,712.318,716.28,M,716.28
00/11-31-090-17W4/0,503.15,500.7,503.15,M,503.15
00/11-31-093-18W4/0,524.8,521,524.8,M,524.8
00/11-32-068-16W4/0,558.576,558.576,562.234,M,562.234
00/11-32-070-01W5/0,591.1,591.1,595,M,595
00/11-32-070-02W5/0,591.617,591.617,596.189,M,596.189
00/11-32-072-09W4/0,659.68,659.68,663.56,M,663.56
00/11-32-073-06W4/0,647.41,647.41,650.91,M,650.91
00/11-32-075-25W4/0,752.246,752.246,756.209,M,756.209
00/11-32-077-05W5/0,684.5,684.5,688.5,M,688.5
00/11-32-077-11W4/0,689.549,689.549,10,M,689.549
00/11-32-079-12W4/0,687.9,683.9,687.9,M,687.9
00/11-32-086-22W4/0,563.88,563.88,567.233,M,567.233
00/11-33-070-03W5/0,654.6,654.6,660.3,M,660.3
00/11-33-074-23W4/0,708,708,711,M,711
00/11-33-076-04W5/0,741.578,741.578,745.541,M,745.541
00/11-33-077-17W4/0,568.452,568.452,571.5,M,571.5
00/11-33-079-07W4/0,593.55,589.9,593.55,M,593.55
00/11-33-090-17W4/0,503.3,499.9,503.3,M,503.3
00/11-34-071-11W4/0,652.3,652.3,635.5,M,635.5
00/11-34-071-20W4/0,591.83,591.83,594.97,M,594.97
00/11-34-074-05W5/0,977.2,977.2,980.3,M,980.3
00/11-34-077-03W4/0,591.9,588.9,591.9,M,591.9
00/11-34-077-22W4/0,606.095,606.095,608.381,M,608.381
00/11-34-077-25W4/0,638.251,638.251,641.604,M,641.604
00/11-34-077-26W4/0,636.118,631.85,636.118,M,636.118
00/11-34-079-18W4/0,557.814,554.462,557.814,M,557.814
00/11-34-092-18W4/0,513.9,510.7,513.9,M,513.9
00/11-35-071-08W4/0,663.86,663.86,666.86,M,666.86
00/11-35-072-20W4/0,643.2,643.2,646.5,M,646.5
00/11-35-073-15W4/0,657.758,657.758,660.806,M,660.806
00/11-35-073-26W4/0,658.703,655.198,658.703,M,658.703
00/11-35-074-20W4/0,640.69,640.69,644.652,M,644.652
00/11-35-075-18W4/0,598.932,598.932,598.932,M,598.932
00/11-35-077-01W5/0,624.23,624.23,628.543,M,628.543
00/11-35-079-12W4/0,685.19,681.99,685.19,M,685.19
00/11-35-081-04W4/0,459.5,456.1,459.5,M,459.5
00/11-35-085-17W4/0,514.55,511,514.55,M,514.55
00/11-35-088-17W4/0,502.47,499.57,502.47,M,502.47
00/11-35-094-16W4/0,542.3,538.7,542.3,M,542.3
00/11-36-067-13W4/0,590.398,587.654,590.398,M,590.398
00/11-36-072-03W5/0,589,589,591.7,M,591.7
00/11-36-072-19W4/0,644.256,644.256,647.395,M,647.395
00/11-36-074-15W4/0,748.589,748.589,751.637,M,751.637
00/11-36-078-06W4/0,537.26,533.73,537.26,M,537.26
00/11-36-078-21W4/0,565.343,561.35,565.343,M,565.343
00/11-36-078-22W4/0,562.966,562.966,565.404,M,565.404
00/11-36-088-18W4/0,487.2,484.3,487.2,M,487.2
00/11-36-092-21W4/0,539.2,535.4,539.2,M,539.2
00/12-02-070-25W4/0,656.844,656.844,659.587,M,659.587
00/12-04-072-06W4/0,690.3,690.3,694.56,M,694.56
00/12-04-074-04W5/0,606,600,606,M,606
00/12-05-084-05W4/0,493,490,493,M,493
00/12-07-082-10W4/0,706,702,706,M,706
00/12-07-083-04W4/0,465.29,462.29,465.29,M,465.29
00/12-08-067-01W4/0,613.4,609.53,613.4,M,613.4
00/12-08-067-14W4/0,568.7,565.5,568.7,M,568.7
00/12-08-074-05W5/0,596.5,596.5,600.65,M,600.65
00/12-08-074-10W4/0,658.95,658.95,663,M,663
00/12-10-074-11W4/0,656.9,656.9,660.1,M,660.1
00/12-10-075-09W4/0,659.92,659.92,662.92,M,662.92
00/12-12-074-02W5/0,647.2,644,647.2,M,647.2
00/12-12-082-11W4/0,706.4,705,706.4,M,706.4
00/12-13-069-11W4/0,617.8,617.8,621,M,621
00/12-13-076-10W4/0,667,662.72,667,M,667
00/12-14-075-08W4/0,668.17,668.17,671.17,M,671.17
00/12-14-079-08W4/0,595.43,591.18,595.43,M,595.43
00/12-17-081-04W4/0,445.1,441.6,445.1,M,445.1
00/12-18-068-07W4/0,619.1,619.1,623.3,M,623.3
00/12-18-068-17W4/0,568,568,571.3,M,571.3
00/12-18-071-04W4/0,669.95,669.95,674.21,M,674.21
00/12-19-075-09W4/0,678.87,678.87,682,M,682
00/12-20-071-03W5/0,676,676,679.9,M,679.9
00/12-20-073-05W5/0,577.291,577.291,581.254,M,581.254
00/12-20-079-05W4/0,481.6,478.6,481.6,M,481.6
00/12-21-071-04W4/0,674.8,674.8,678.4,M,678.4
00/12-22-078-02W5/0,625.1,625.1,629.33,M,629.33
00/12-23-079-14W4/0,699.2,695.8,699.2,M,699.2
00/12-23-082-11W4/0,721.2,716,721.2,M,721.2
00/12-23-092-21W4/0,538.77,534.92,538.77,M,538.77
00/12-24-080-18W4/0,548,545,548,M,548
00/12-26-072-05W4/0,693.7,693.7,697.8,M,697.8
00/12-28-069-08W4/0,666.9,662.9,666.9,M,666.9
00/12-28-072-06W4/0,713.57,713.57,713.07,M,713.07
00/12-28-078-15W4/0,660.5,656.5,660.5,M,660.5
00/12-29-076-22W4/0,748.9,748.9,752.9,M,752.9
00/12-29-080-05W4/0,455.33,452.33,455.33,M,455.33
00/12-30-069-07W4/0,660.6,656.9,660.6,M,660.6
00/12-30-071-19W4/0,592.17,592.17,596.27,M,596.27
00/12-30-078-11W4/0,687.9,683,687.9,M,687.9
00/12-31-069-08W4/0,687.1,683.4,687.1,M,687.1
00/12-31-073-04W5/0,585.2,585.2,598.8,M,598.8
00/12-34-075-14W4/0,720.2,720.2,723.4,M,723.4
00/12-34-087-18W4/0,515.91,512.91,515.91,M,515.91
00/12-36-070-16W4/0,589.04,589.04,592.24,M,592.24
00/12-36-072-03W4/0,702.22,698.81,702.22,M,702.22
00/12-36-079-11W4/0,686.3,682.9,686.3,M,686.3
00/13-03-067-05W4/0,657.56,654.2,657.56,M,657.56
00/13-06-078-01W5/0,633.3,633.3,637.67,M,637.67
00/13-07-075-05W5/0,873.9,873.9,876,M,876
00/13-09-068-11W4/0,599,599,602,M,602
00/13-10-081-21W4/0,599.6,599.6,603.9,M,603.9
00/13-15-071-12W4/0,597.96,597.56,601.56,M,601.56
00/13-16-084-23W4/0,584.4,584.4,588,M,588
00/13-17-076-04W4/0,623.19,623.19,626.29,M,626.29
00/13-18-067-14W4/0,563,563,565.7,M,565.7
00/13-18-070-10W4/0,632.82,632.82,635.5,M,635.5
00/13-19-083-04W4/0,467,464,467,M,467
00/13-20-067-17W4/0,586.34,582.64,586.34,M,586.34
00/13-20-082-03W5/0,588.264,583.875,588.264,M,588.264
00/13-22-073-13W4/0,674.31,674.31,677.76,M,677.76
00/13-22-083-22W4/0,607.4,607.4,611,M,611
00/13-23-086-18W4/0,510.9,507.1,510.9,M,510.9
00/13-24-078-07W4/0,550.73,547.2,550.73,M,550.73
00/13-26-080-22W4/0,595.95,595.95,600.6,M,600.6
00/13-28-091-19W4/0,539,535.6,539,M,539
00/13-30-068-08W4/0,732.42,732.42,731.68,M,731.68
00/13-31-080-23W4/0,599.82,599.82,604.05,M,604.05
00/13-32-076-04W4/0,580.54,580.54,583.04,M,583.04
00/13-33-070-09W4/0,601.29,601.29,604.09,M,604.09
00/13-33-083-23W4/0,593.3,593.3,596.9,M,596.9
00/14-01-072-10W4/0,664.9,664.9,667.5,M,667.5
00/14-01-081-12W4/0,704.8,704.3,704.8,M,704.8
00/14-03-067-18W4/0,620.5,616.5,620.5,M,620.5
00/14-03-077-19W4/0,564.3,561,564.3,M,564.3
00/14-03-093-19W4/0,523.2,519.8,523.2,M,523.2
00/14-04-071-09W4/0,604.92,604.92,608.28,M,608.28
00/14-04-076-10W4/0,662.45,662.45,665.5,M,665.5
00/14-05-068-07W4/0,608.1,608.1,611.71,M,611.71
00/14-05-097-21W4/0,330.5,330.5,330.5,M,330.5
00/14-09-083-23W4/0,597.8,597.8,601.4,M,601.4
00/14-09-096-15W4/0,591.15,587.8,591.15,M,591.15
00/14-14-079-22W4/0,570.7,570.7,574.1,M,574.1
00/14-15-073-03W5/0,608.48,608.48,612.88,M,612.88
00/14-15-084-16W4/0,531.8,528.6,531.8,M,531.8
00/14-16-071-09W4/0,662.6,662.6,666.21,M,666.21
00/14-17-081-24W4/0,602.08,602.08,605.78,M,605.78
00/14-18-074-12W4/0,679.35,679.35,682.6,M,682.6
00/14-20-081-06W4/0,504,500.9,504,M,504
00/14-20-083-04W4/0,463.5,460.44,463.5,M,463.5
00/14-20-087-21W4/0,546.6,546.6,550.55,M,550.55
00/14-22-087-19W4/0,515,515,518.6,M,518.6
00/14-24-085-06W4/0,456,452.6,456,M,456
00/14-25-073-11W4/0,654.38,654.38,657.23,M,657.23
00/14-30-068-11W4/0,592.5,592.5,599.5,M,599.5
00/14-33-076-03W4/0,588.2,584.6,588.2,M,588.2
00/14-33-077-03W4/0,568.8,565.2,568.8,M,568.8
00/14-34-090-20W4/0,515.45,515.45,518.65,M,518.65
00/14-35-071-24W4/0,655.8,655.8,659,M,659
00/14-35-072-02W5/0,587.75,587.75,591.25,M,591.25
00/14-35-082-19W4/0,581.58,581.58,584.85,M,584.85
00/14-36-080-05W4/0,446.349,442.874,446.349,M,446.349
00/15-01-067-06W4/0,650.03,647.05,650.03,M,650.03
00/15-04-088-18W4/0,522.2,518.8,522.2,M,522.2
00/15-05-068-08W4/0,668.25,668.25,671.52,M,671.52
00/15-06-075-13W4/0,742.4,742.4,745.6,M,745.6
00/15-07-078-04W4/0,583.1,579.2,583.1,M,583.1
00/15-08-074-22W4/0,655.1,655.1,658,M,658
00/15-09-073-21W4/0,657.4,657.4,660.4,M,660.4
00/15-10-080-10W4/0,699.2,696,699.2,M,699.2
00/15-13-072-01W5/0,631.9,631.9,636.2,M,636.2
00/15-13-075-02W5/0,814.426,814.426,818.54,M,818.54
00/15-17-072-14W4/0,614.5,614.5,618,M,618
00/15-19-081-01W5/0,586.13,586.13,590.093,M,590.093
00/15-19-083-06W4/0,592.9,588.35,592.9,M,592.9
00/15-20-072-21W4/0,620.4,620.4,624,M,624
00/15-21-084-03W4/0,458.419,456.59,458.419,M,458.419
00/15-23-075-04W4/0,606.22,596.42,606.22,M,606.22
00/15-23-079-22W4/0,579.42,575.8,579.42,M,579.42
00/15-24-074-02W5/0,670.3,670.3,673.7,M,673.7
00/15-26-068-05W4/0,713.2,713.2,716.8,M,716.8
00/15-26-077-09W4/0,582.7,578.5,582.7,M,582.7
00/15-31-084-14W4/0,534.67,531.17,534.67,M,534.67
00/15-32-071-04W4/0,682.5,679,682.5,M,682.5
00/15-34-073-25W4/0,681.45,681.45,684.45,M,684.45
00/15-35-087-17W4/0,529.6,525.8,529.6,M,529.6
00/15-35-093-21W4/0,669,665.6,669,M,669
00/15-36-070-02W5/0,591.5,591.5,595,M,595
00/15-36-080-19W4/0,569.976,569.976,573.329,M,573.329
00/16-01-070-20W4/0,577.31,577.31,580.3,M,580.3
00/16-03-083-07W4/0,675.45,670.8,675.45,M,675.45
00/16-04-070-19W4/0,555.94,555.94,558.89,M,558.89
00/16-04-075-05W4/0,649.834,649.834,652.272,M,652.272
00/16-05-087-07W4/0,1527,1517,1527,F,465.4296
00/16-07-072-03W5/0,694.7,694.7,699.4,M,699.4
00/16-07-081-03W4/0,457.9,453,457.9,M,457.9
00/16-11-079-03W4/0,528.7,525.3,528.7,M,528.7
00/16-12-071-05W5/0,756.27,752.46,756.27,M,756.27
00/16-12-073-25W4/0,636.55,636.55,640.15,M,640.15
00/16-12-076-03W5/0,834.8,834.8,838.8,M,838.8
00/16-13-071-01W4/0,708.9,708.9,713.2,M,713.2
00/16-15-073-01W5/0,631.85,627.583,631.85,M,631.85
00/16-15-080-05W4/0,468.7,465.7,468.7,M,468.7
00/16-15-087-17W4/0,511.17,507.65,511.17,M,511.17
00/16-18-079-13W4/0,684.88,681.78,684.88,M,684.88
00/16-20-072-23W4/0,674.7,674.7,678.7,M,678.7
00/16-21-068-08W4/0,646.55,646.55,649.8,M,649.8
00/16-21-074-24W4/0,649.224,649.224,653.796,M,653.796
00/16-23-071-20W4/0,586.4,586.4,588.9,M,588.9
00/16-23-096-16W4/0,661.2,658,661.2,M,661.2
00/16-24-079-16W4/0,588.2,584.7,588.2,M,588.2
00/16-27-071-03W5/0,635.2,635.2,638.78,M,638.78
00/16-29-073-05W5/0,581.61,581.61,586.26,M,586.26
00/16-29-083-02W5/0,623.316,623.316,627.278,M,627.278
00/16-29-088-23W4/0,503,503,506,M,506
00/16-33-070-15W4/0,570.01,570.01,573.21,M,573.21
00/16-33-093-21W4/0,449.3,445.9,449.3,M,449.3
00/16-34-071-10W4/0,653.64,658.64,662.14,M,662.14
00/16-36-072-01W4/0,676,676,680.3,M,680.3
02/04-13-079-23W4/0,575.31,573.207,575.31,M,575.31
02/07-26-071-21W4/0,595.4,595.4,598.6,M,598.6
00/10-12-072-19W4/0,608.686,608.686,612.648,M,612.648
02/10-12-073-03W5/0,601.1,601.1,604.3,M,604.3
02/10-30-072-14W4/0,611.3,611.3,614.8,M,614.8
02/11-26-091-20W4/0,513,510.7,513,M,513
02/16-11-072-04W5/0,659.91,659.91,663.41,M,663.41
03/06-36-094-16W4/0,1754.4,1751.9,1754.4,F,534.74112
AA/01-01-095-07W4/0,531.35,530.35,531.35,M,531.35
AA/01-01-096-07W4/0,490.01,488.01,490.01,M,490.01
AA/01-02-086-11W4/0,1687,1679,1687,F,514.1976
AA/01-03-096-07W4/0,439.66,438.36,439.66,M,439.66
AA/01-05-092-12W4/0,395.3,390.2,395.3,M,395.3
AA/01-05-101-13W4/0,778.7,775.3,778.7,M,778.7
AA/01-06-098-10W4/0,253.64,253.64,253.64,M,253.64
AA/01-07-094-12W4/0,1156,1156,1156,F,352.3488
AA/01-08-095-12W4/0,1122.2,1122.2,1122.2,F,342.04656
AA/01-09-095-13W4/0,390.571,390.571,390.571,M,390.571
AA/01-18-086-08W4/0,1615.5,1610,1615.5,F,492.4044
AA/01-18-097-10W4/0,277.5,277.5,277.5,M,277.5
AA/01-22-100-13W4/0,772.058,768.706,772.058,M,772.058
AA/01-23-095-17W4/0,583.997,582.778,583.997,M,583.997
AA/01-24-092-12W4/0,370.881,370.881,370.881,M,370.881
AA/01-28-093-11W4/0,328.5,328.5,328.5,M,328.5
AA/01-28-093-15W4/0,1456.9,1456.9,1456.9,F,444.06312
AA/01-29-094-12W4/0,339.852,339.852,339.852,M,339.852
AA/01-30-092-11W4/0,357.226,357.226,357.226,M,357.226
AA/01-31-094-08W4/0,340.49,340.49,340.49,M,340.49
AA/01-32-093-11W4/0,328.8,328.8,328.8,M,328.8
AA/01-35-087-07W4/0,412.92,411.42,412.92,M,412.92
AA/01-35-088-10W4/0,367.436,367.436,367.436,M,367.436
AA/01-35-092-12W4/0,361.7,361.7,361.7,M,361.7
AA/01-35-095-07W4/0,495.88,494.08,495.88,M,495.88
AA/01-36-093-10W4/0,334.4,334.4,334.4,M,334.4
AA/01-36-096-09W4/0,289.24,289.24,289.24,M,289.24
AA/02-01-098-11W4/0,276.5,276.5,276.5,M,276.5
AA/02-02-089-12W4/0,465.094,463.357,465.094,M,465.094
AA/02-03-096-10W4/0,299.8,299.8,299.8,M,299.8
AA/02-04-097-07W4/0,354.604,354.604,354.604,M,354.604
AA/02-06-099-12W4/0,826.26,823.03,826.26,M,826.26
AA/02-07-088-10W4/0,401.117,401.117,401.117,M,401.117
AA/02-08-093-09W4/0,333.6,333.6,333.6,M,333.6
AA/02-12-097-11W4/0,237.9,237.9,237.9,M,237.9
AA/02-19-096-07W4/0,335.432,335.432,335.432,M,335.432
AA/02-21-090-13W4/0,503.53,502.92,503.53,M,503.53
AA/02-21-093-07W4/0,508.102,506.578,508.102,M,508.102
AA/02-21-097-11W4/0,336.25,336.25,336.25,M,336.25
AA/02-23-095-15W4/0,553.913,550.804,553.913,M,553.913
AA/02-24-091-12W4/0,453.2,453.2,453.2,M,453.2
AA/02-26-084-10W4/0,646.877,643.829,646.877,M,646.877
AA/02-29-099-14W4/0,803.3,800.3,803.3,M,803.3
AA/02-35-084-09W4/0,729.082,726.034,729.082,M,729.082
AA/02-35-099-11W4/0,314.645,314.645,314.645,M,314.645
AA/03-02-096-15W4/0,580.67,577.32,580.67,M,580.67
AA/03-05-089-11W4/0,441.564,441.564,441.564,M,441.564
AA/03-08-085-08W4/0,2347.6,2337.6,2347.6,F,715.54848
AA/03-08-088-07W4/0,396.315,394.79,396.315,M,396.315
AA/03-13-095-13W4/0,1216.4,1216.4,1216.4,F,370.75872
AA/03-15-092-10W4/0,330.86,330.86,330.86,M,330.86
AA/03-16-088-09W4/0,384.7,380.7,384.7,M,384.7
AA/03-18-093-09W4/0,331.24,331.24,331.24,M,331.24
AA/03-23-096-08W4/0,324.703,329.275,324.703,M,324.703
AA/03-23-097-12W4/0,338.9,338.9,338.9,M,338.9
AA/03-25-096-16W4/0,655,651.2,655,M,655
AA/03-27-088-10W4/0,382.219,382.219,382.219,M,382.219
AA/03-28-096-15W4/0,628.99,625.64,628.99,M,628.99
AA/03-28-096-16W4/0,658.17,655.42,658.17,M,658.17
AA/03-30-095-09W4/0,282.586,282.586,282.586,M,282.586
AA/03-30-095-11W4/0,310.347,308.823,310.347,M,310.347
AA/03-32-092-09W4/0,332.262,332.262,332.262,M,332.262
AA/03-33-091-13W4/0,446.55,443.18,446.55,M,446.55
AA/03-34-094-10W4/0,288.9,288.9,288.9,M,288.9
AA/03-36-090-11W4/0,403.25,403.25,403.25,M,403.25
AA/03-36-093-09W4/0,355.36,355.36,355.36,M,355.36
AA/04-04-092-10W4/0,320,320,320,M,320
AA/04-04-093-09W4/0,341.6,341.6,341.6,M,341.6
AA/04-04-097-08W4/0,294.57,294.57,294.57,M,294.57
AA/04-05-092-11W4/0,393.101,393.101,393.101,M,393.101
AA/04-05-096-12W4/0,350.886,350.886,350.886,M,350.886
AA/04-08-089-07W4/0,423.611,422.392,423.611,M,423.611
AA/04-08-098-12W4/0,516.5,513.25,516.5,M,516.5
AA/04-11-090-08W4/0,434.2,434.2,0,M,434.2
AA/04-11-094-10W4/0,311.6,311.6,311.6,M,311.6
AA/04-13-098-11W4/0,283.86,283.86,283.86,M,283.86
AA/04-15-095-10W4/0,950,950,950,F,289.56
AA/04-17-092-12W4/0,397.3,387.2,397.3,M,397.3
AA/04-18-086-15W4/0,1671.9,1671.9,1671.9,F,509.59512
AA/04-19-091-11W4/0,432.542,432.542,432.542,M,432.542
AA/04-20-091-07W4/0,1570.5,1570.5,1570.5,F,478.6884
AA/04-23-094-07W4/0,529.3,529.3,529.3,M,529.3
AA/04-23-094-10W4/0,308.3,308.3,308.3,M,308.3
AA/04-24-084-12W4/0,558.2,555,558.2,M,558.2
AA/04-24-087-10W4/0,1349,1349,1349,F,411.1752
AA/04-30-081-19W4/0,585,585,588.2,M,588.2
AA/04-34-091-07W4/0,1561.8,1561.8,1561.8,F,476.03664
AA/05-01-094-12W4/0,333.8,333.8,333.8,M,333.8
AA/05-03-088-07W4/0,404.27,402.77,404.27,M,404.27
AA/05-05-094-09W4/0,332.5,324.5,332.5,M,332.5
AA/05-13-084-11W4/0,618.5,615.3,618.5,M,618.5
AA/05-14-078-24W4/0,597.38,597.38,602.13,M,602.13
AA/05-14-087-10W4/0,1398,1390,1398,F,426.1104
AA/05-15-085-07W4/0,1557,1553,1557,F,474.5736
AA/05-24-088-23W4/0,511,511,515.1,M,515.1
AA/05-25-085-09W4/0,708.5,705,708.5,M,708.5
AA/05-26-096-07W4/0,357.957,357.957,357.957,M,357.957
AA/05-26-097-10W4/0,303.9,303.9,303.9,M,303.9
AA/05-30-087-16W4/0,1686,1686,1686,F,513.8928
AA/05-36-094-09W4/0,332.67,332.67,332.67,M,332.67
AA/06-01-094-15W4/0,436.26,435.498,436.26,M,436.26
AA/06-01-095-08W4/0,401.7,401.7,401.7,M,401.7
AA/06-01-097-13W4/0,431.597,431.597,431.597,M,431.597
AA/06-01-097-15W4/0,2151.7,2145,2151.7,F,655.83816
AA/06-04-097-14W4/0,639.166,639.166,639.166,M,639.166
AA/06-06-078-25W4/0,645.28,645.28,650.03,M,650.03
AA/06-06-094-16W4/0,1720,1718,1720,F,524.256
AA/06-08-082-09W4/0,2335,2322,2335,F,711.708
AA/06-08-083-08W4/0,730.2,726,730.2,M,730.2
AA/06-08-096-14W4/0,562.67,559.67,562.67,M,562.67
AA/06-11-089-20W4/0,512.6,512.6,516.91,M,516.91
AA/06-11-090-10W4/0,358.2,358.2,358.2,M,358.2
AA/06-11-091-10W4/0,335.82,335.82,335.82,M,335.82
AA/06-13-087-07W4/0,438.38,436.85,438.38,M,438.38
AA/06-14-076-07W4/0,607.14,607.14,610.79,M,610.79
AA/06-15-087-07W4/0,442.45,440.9,442.45,M,442.45
AA/06-16-091-13W4/0,449.32,445.95,449.32,M,449.32
AA/06-16-100-14W4/0,719.633,716.28,719.633,M,719.633
AA/06-18-097-09W4/0,315,315,315,M,315
AA/06-18-097-15W4/0,734.964,734.964,734.964,M,734.964
AA/06-20-089-10W4/0,397.32,397.32,397.32,M,397.32
AA/06-23-077-25W4/0,741,737.31,741,M,741
AA/06-24-085-08W4/0,1742,1738,1742,F,530.9616
AA/06-25-086-17W4/0,1692,1692,1692,F,515.7216
AA/06-25-095-16W4/0,1887.47,1876.64,1887.47,F,575.300856
AA/06-25-096-14W4/0,527.9,524.9,527.9,M,527.9
AA/06-28-094-13W4/0,403.5,400.2,403.5,M,403.5
AA/06-29-101-14W4/0,778,774.8,778,M,778
AA/06-30-095-08W4/0,318.75,318.75,318.75,M,318.75
AA/06-30-097-09W4/0,299.6,299.6,299.6,M,299.6
AA/06-31-096-09W4/0,336.8,336.8,336.8,M,336.8
AA/06-31-101-12W4/0,792.2,788.8,792.2,M,792.2
AA/06-34-085-19W4/0,592,588.9,592,M,592
AA/06-35-089-10W4/0,367.5,367.5,367.5,M,367.5
AA/06-35-090-10W4/0,346.73,346.73,0,M,346.73
AA/06-35-101-14W4/0,791.46,788.2,791.46,M,791.46
AA/06-36-090-09W4/0,410.261,409.042,410.261,M,410.261
